super_opeid,female,par_mean,k_mean,Web,name,region,state,zip,tier,tier_name,type,iclevel,public,hbcu,flagship,ipeds_enrollment_2013,sticker_price_2013,grad_rate_150_p_2013,sat_avg_2013,scorecard_netprice_2013,scorecard_rej_rate_2013,scorecard_median_earnings_2011,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000,acc_rate_2013,female_norm,enrollment_norm,price_norm,grad_norm,sat_norm,netprice_norm,acceptance_norm,mr_q1,mr_q2,mr_q3,mr_q4,mr_q5,mr_q0
10056,0.53883201,67392.41217,27452.43907,www.atc.edu,Aiken Technical College,3,SC,29829,9,Two-year (public and private not-for-profit),1,2,1,0,0,2583,4132,0.093686354,,5315,,25300,0.008818342,0.35493827,0.009700176,0,0,36.25304,8.5158148,9.7323599,11.922141,24.3309,0,9.2457418,,0.537302431,0.010919607,0.060676499,0.074999475,,0.150202277,,0.44935751,0.47837657,0.47788563,0.45842803,0.49733627,0.47029981
1002,0.51395267,57659.15269,37065.25163,www.aamu.edu/,Alabama Agricultural & Mechanical University,3,AL,35762,5,Selective public,1,1,1,1,0,4051,9096,0.29138322,843.5,12683,0.1011,31400,0.002968037,0.90547943,0.002739726,0.038812786,1.2844037,20.917431,0,0,4.4036698,38.165138,35.229359,0,0.8989,0.512340573,0.017265602,0.160147483,0.276772565,0.141033435,0.323501741,0.892800337,0.5211789,0.54019493,0.5656352,0.56898648,0.5961265,0.55232471
1034,0.59677422,61075.67018,28755.53984,www.ascc.edu,Alabama Southern Community College,3,AL,36460,9,Two-year (public and private not-for-profit),1,2,1,0,0,1349,4260,0.233796296,,4737,,23200,0.003965107,0.36399683,0.002379064,0,0,24.723248,26.937269,19.926199,0,12.546125,0,15.867159,,0.595436821,0.005585167,0.063241424,0.217998282,,0.136607395,,0.45108706,0.47882962,0.47341451,0.50245917,0.48580188,0.4755145
5463,0.59614146,72254.9352,27239.25566,www.alamancecc.edu,Alamance Community College,3,NC,27253,9,Two-year (public and private not-for-profit),1,2,1,0,0,4161,2175,0.106779661,,10155,,26500,0.011130638,0.19390744,0.016110135,0.005565319,2.4479804,31.578947,14.565483,17.62546,1.4687883,23.745409,0,8.5679312,,0.594801962,0.01774112,0.021461206,0.088362747,,0.264041773,,0.42034435,0.45593804,0.47486252,0.48045,0.49168643,0.46743786
37,0.54037869,65078.97563,32800.56627,,Alamo Community College District,3,TX,78212,9,Two-year (public and private not-for-profit),1,2,1,0,0,57634,5550,0.081574093,,3724.7588,,30986.586,0.024150413,0.07239721,0.51685667,0.006456318,2.1306818,13.778409,28.030304,20.454546,4.971591,15.056818,3.5511363,12.026515,,0.538854241,0.248898745,0.089091055,0.062637476,,0.112798918,,0.48514804,0.50401515,0.52184069,0.5465889,0.54129559,0.51685178
2885,0.59689921,90997.46875,115474.4401,www.acphs.edu/,Albany College Of Pharmacy And Health Sciences,1,NY,12208,8,Nonselective four-year private not-for-profit,2,1,0,0,0,1078,30131,0.723484848,1165,25442,0.366,110600,0.092943199,0.029259896,0.018932875,0.020654045,0,0,100,0,0,0,0,0,0.634,0.595562226,0.004413666,0.581656781,0.717783505,0.531914894,0.623600527,0.611918134,0.89533067,0.86014491,0.8680107,0.86623412,0.84363353,0.85815191
1544,0.63595647,54718.25916,34497.28754,www.potentialrealized.org/,Albany State University,3,GA,31705,5,Selective public,1,1,1,1,0,3660,5192,0.424920128,880,12026,0.80080003,32700,0.000639182,0.9533397,0.0035155,0.0035155,3.3132532,17.168674,22.289156,0,16.26506,6.3253012,34.638554,0,0.19919997,0.634749029,0.015575354,0.081917281,0.413062811,0.185410334,0.308048735,0.150885328,0.53273994,0.53246611,0.55508345,0.55814928,0.55589658,0.54412282
5601,0.62720001,43728.09115,19887.24089,www.albanytech.edu,Albany Technical College,3,GA,31701,9,Two-year (public and private not-for-profit),1,2,1,0,0,3894,4746,0.410488246,,186,,22000,0.004500818,0.65711945,0.00613748,0,0,25.094339,17.169811,0,0.3773585,1.3207548,0,56.037735,,0.625963526,0.016586909,0.072980122,0.398333364,,0.02956534,,0.38241684,0.41085544,0.4129574,0.40629569,0.48382759,0.40087923
1374,0.67,89400.36429,46223.49183,www.albertus.edu,Albertus Magnus College,1,CT,6511,6,Selective private,2,1,0,0,0,1278,28930,0.606299213,,21573,0.3179,52200,0.009491904,0.18816304,0.074818537,0.004466778,2.3980815,72.422066,0,8.8729019,0.95923263,1.1990408,14.148682,0,0.6821,,0.005278242,0.557590574,0.598181671,,0.532599492,0.66292015,0.64958918,0.58678138,0.54167324,0.60118973,0.68704736,0.60999703
2235,0.56407034,159765.401,59085.63802,www.albion.edu,Albion College,2,MI,49224,6,Selective private,2,1,0,0,0,1307,37300,0.736,1130,18614,0.43610001,45100,0.021639343,0.021639343,0.007213115,0.006557377,23.270439,0,0,0.3144654,0.3144654,24.213837,51.886791,0,0.56389999,0.56262447,0.005403606,0.7253126,0.730556701,0.489361702,0.463002164,0.537588782,0.60948843,0.66981977,0.65662861,0.64705962,0.69581354,0.67515606
3229,0.59023356,139372.1685,53178.0486,www.albright.edu,Albright College,1,PA,19612,6,Selective private,2,1,0,0,0,2349,38220,0.537109375,,19711,0.37689999,48500,0.023726853,0.068865739,0.027777778,0.046875,8.152174,35.054348,0,6.25,0,14.945652,35.597824,0,0.62310001,0.588874467,0.009908052,0.743747996,0.527565238,,0.488804215,0.600360515,0.63497001,0.60702676,0.62192178,0.70007145,0.69289869,0.66668701
3806,0.6322751,68810.9659,40454.07528,blue.ab.edu/,Alderson Broaddus University,3,WV,26416,6,Selective private,2,1,0,0,0,1052,22740,0.45751634,960,13431,0.5679,43400,0.031746034,0.038961038,0.008658009,0.008658009,4.2553191,6.3829789,53.19149,2.8368795,0,24.822695,8.5106382,0,0.4321,0.631055449,0.00430127,0.433552421,0.44633111,0.282674772,0.341095117,0.397836908,0.51255852,0.51176482,0.62050009,0.62242758,0.64929718,0.58510536
2668,0.52639294,133071.2606,51684.43148,www.alfred.edu,Alfred University,1,NY,14802,6,Selective private,2,1,0,0,0,1960,26106,0.621621622,1055,11715,0.30199999,42300,0.012490815,0.05143277,0.040411461,0.020573108,8.333333,29.513889,0.69444442,4.8611112,3.8194444,18.75,34.027779,0,0.69800001,0.524822104,0.00822645,0.501001924,0.613820006,0.398176292,0.300733841,0.679779455,0.54725033,0.60291219,0.65744209,0.67204839,0.64886087,0.64449984
1111,0.5262295,76983.84115,33651.39258,www.hancockcollege.edu/,Allan Hancock College,4,CA,93454,9,Two-year (public and private not-for-profit),1,2,1,0,0,10885,1346,0.268689057,,4884,,29500,0.048802644,0.033278283,0.27704376,0.001651528,6.3626723,9.1198301,19.088017,35.737011,20.572641,4.9840932,2.2269354,1.9088017,,0.524658122,0.046808198,0.004849311,0.253610481,,0.140064917,,0.48053664,0.49217477,0.50312835,0.53936732,0.55082315,0.51568305
2057,0.59288889,66930.82031,33101.39779,www.allegany.edu,Allegany College Of Maryland,3,MD,21502,9,Two-year (public and private not-for-profit),1,2,1,0,0,3191,6420,0.180672269,,8180,,30900,0.003858025,0.032407407,0.008873457,0,0,21.311476,38.797813,22.040073,3.6429873,6.7395263,2.9143898,4.5537343,,0.591538604,0.013547921,0.106524527,0.163778914,,0.217588672,,0.46269241,0.52243656,0.51089793,0.5543651,0.54864031,0.51960993
3230,0.50517839,142412.0833,59176.89974,www.allegheny.edu,Allegheny College,1,PA,16335,6,Selective private,2,1,0,0,0,2161,40660,0.791738382,1160,17619,0.3513,49200,0.013655462,0.023109244,0.011029412,0.014180672,14.975845,0,0,0.9661836,0,37.68116,46.376812,0,0.6487,0.503537191,0.00909535,0.792641872,0.787444328,0.525835866,0.43959921,0.627505029,0.63897103,0.63425797,0.69725794,0.68209583,0.70781124,0.69026655
1901,0.57290018,74845.65544,31134.31924,www.allencc.edu,Allen County Community College,2,KS,66749,9,Two-year (public and private not-for-profit),1,2,1,0,0,2852,2784,0.228571429,,4287,,29300,0.009146341,0.035569105,0.019308943,0.008130081,4.0880504,13.207547,37.421383,18.238995,0.94339621,9.7484274,15.72327,0.62893081,,0.571483597,0.012082463,0.033664636,0.212665685,,0.126023144,,0.46447924,0.49788588,0.52074766,0.54383785,0.56646788,0.52306706
2236,0.56097561,120659.526,52926.63542,www.alma.edu,Alma College,2,MI,48801,6,Selective private,2,1,0,0,0,1419,34585,0.611764706,1023,14985,0.32089999,44700,0.012065294,0.015613911,0.017743081,0.013484741,16.245487,14.440434,9.386282,0,0,27.075813,32.851986,0,0.67910001,0.559519476,0.005887769,0.670908144,0.603759854,0.359270517,0.377646063,0.659739161,0.58001935,0.58174658,0.62815249,0.60707432,0.69522107,0.64209843
2237,0.46733668,68727.44271,33374.47656,www.alpenacc.edu,Alpena Community College,2,MI,49707,9,Two-year (public and private not-for-profit),1,2,1,0,0,1712,5880,0.272277228,,1688,,27700,0.003777658,0.005396654,0.004856989,0.002698327,0.96463019,15.434084,18.006432,16.398714,9.3247595,10.289389,14.469454,15.112539,,0.465569969,0.007154375,0.095703751,0.257272634,,0.064893217,,0.44928956,0.49685967,0.55265331,0.55769998,0.57671529,0.52972853
30321,0.55737704,48751.51172,21611.27799,www.altamahatech.edu,Altamaha Technical College,3,GA,31545,9,Two-year (public and private not-for-profit),1,2,1,0,0,1244,,0.52866242,,4734,,21800,0.003603604,0.30810812,0.02972973,0,0,17.667845,15.90106,0,0,7.0671377,0,59.363956,,0.55590897,0.005131264,,0.51894412,,0.136536833,,0.40363893,0.4018487,0.36576191,0.4642455,0.48812652,0.4054496
3233,0.62440568,94909.35131,43508.2672,www.alvernia.edu,Alvernia University,1,PA,19607,6,Selective private,2,1,0,0,0,2371,30080,0.513245033,970,22382,0.2238,42600,0.01674808,0.079553388,0.03349616,0.003489183,0,29.896908,30.584192,0.68728524,9.6219931,11.340206,17.869415,0,0.7762,0.623159928,0.010003156,0.580634819,0.503208848,0.294832827,0.551627623,0.762697482,0.66229481,0.58737588,0.60051328,0.64071113,0.63009483,0.62312126
3832,0.99792963,76471.00966,36851.64361,www.alverno.edu,Alverno College,2,WI,53234,6,Selective private,2,1,0,0,0,1862,24434,0.385185185,,13140,0.2113,37400,0.021017699,0.25829646,0.082411505,0.005530973,6.1068702,30.152672,16.412214,1.1450381,3.0534351,5.7251906,37.404579,0,0.7887,0.997922763,0.007802807,0.467497595,0.372508591,,0.334250635,0.775951644,0.50977081,0.54636401,0.56789863,0.56898832,0.57978505,0.55707598
3539,0.55083907,95668.52346,41147.06572,www.alvincollege.edu,Alvin Community College,3,TX,77511,9,Two-year (public and private not-for-profit),1,2,1,0,0,5118,2566,0.123595506,,6638,,33000,0.012824011,0.08376535,0.17135061,0.004365621,0.20533881,18.891171,15.811089,21.971252,5.1334705,26.694046,1.8480493,9.4455853,,0.549349316,0.021878121,0.029296249,0.10552531,,0.181319974,,0.50332171,0.53306144,0.54668659,0.5839051,0.60671681,0.5690521
3540,0.55084938,70729.86157,34715.9641,www.actx.edu,Amarillo College,3,TX,79109,9,Two-year (public and private not-for-profit),1,2,1,0,0,10873,2898,0.152941176,,5234,,31300,0.034789838,0.035264783,0.18701021,0.004274519,3.4744842,9.771987,37.676437,8.6862106,6.7318134,18.023888,1.3029315,14.332248,,0.54935966,0.046756323,0.035949022,0.135476046,,0.148297112,,0.46529669,0.53031945,0.53604662,0.54314059,0.55848712,0.52813339
22418,0.82431054,55879.31641,27716.02799,www.americancareer.com,"American Career College of Los Angeles, CA",4,CA,90004,11,Two-year for-profit,3,2,0,0,0,3736,,0.619444444,,25014.313,,29800,0.10701374,0.33044106,0.44757771,0,0,0,100,0,0,0,0,0,,0.823727822,0.015903894,,0.611597938,,0.61354109,,0.45653573,0.46038049,0.48765746,0.48484105,0.60543507,0.47268602
3963,0.71465629,77755.57664,41033.30139,www.aib.edu,American Institute Of Business,2,IA,50321,8,Nonselective four-year private not-for-profit,2,1,0,0,0,1019,15666,,,10531,0.31130001,37200,0.017142856,0.014857143,0.010285715,0,0,83.59375,0,0,0,16.40625,0,0,0.68869999,0.713709876,0.004158615,0.291800256,,,0.272885502,0.669918337,0.57256192,0.54921848,0.6210888,0.60365683,0.62604779,0.5984745
21136,0.58985066,62196.20024,28537.0965,,American Intercontinental University,2,IL,60173,10,Four-year for-profit,3,1,0,0,0,11719,11728.398,0.186132682,,17288.162,,43000,0.038292844,0.36411294,0.13203038,0.017985897,0,76.08696,0,0,0,23.913044,0,0,,0.588490297,0.050413484,0.212896722,0.169351913,,0.431817716,,0.44290709,0.45327491,0.47034675,0.48068297,0.51192552,0.46452776
2114,0.50483561,79213.42305,42553.7961,www.aic.edu,American International College,1,MA,1109,6,Selective private,2,1,0,0,0,1513,30940,0.448717949,880,18044,0.32210001,42400,0.014519056,0.20871143,0.055353902,0.049909256,0.729927,24.087591,32.48175,8.3941603,9.4890509,5.4744525,19.343065,0,0.67789999,0.503193274,0.00629412,0.597867906,0.437351308,0.185410334,0.449595446,0.658466741,0.55387133,0.55403799,0.60905004,0.67703116,0.63783169,0.61348945
7572,0.65619224,115011.5703,32574.36523,www.amda.edu,American Musical & Dramatic Academy,1,NY,10023,8,Nonselective four-year private not-for-profit,2,1,0,0,0,1365,32620,,,29726,0.73970002,25300,0.027303753,0.073378839,0.059726961,0.12286689,100,0,0,0,0,0,0,0,0.26029998,0.655051916,0.005654333,0.631532542,,,0.724362593,0.215671683,0.45623818,0.48980954,0.496189,0.49471682,0.52305532,0.5014497
3726,0.81465137,43873.0047,19313.49526,www.ncbt.edu,American National University,3,VA,24153,10,Four-year for-profit,3,1,0,0,0,2443,11550,0.391513057,,19723.502,,22400,0.012219959,0.23625255,0.005702648,0.008961303,0,48.913044,35.434784,0,0,15.652174,0,0,,0.814036615,0.010314403,0.209321898,0.378966934,,0.489098269,,0.37401247,0.38692361,0.41110766,0.41788983,0.43873706,0.3949818
1434,0.63553941,305748.2662,67366.26089,www.american.edu,American University ,3,DC,20016,4,Highly selective private,2,1,0,0,0,7340,41833,0.799844237,1245,24281,0.56879997,55900,0.038940538,0.069286093,0.046833888,0.13576566,5.4894786,18.572735,0,5.3979874,6.9533396,6.1299176,57.456539,0,0.43120003,0.634330585,0.031483571,0.816147002,0.795717314,0.629179331,0.59629316,0.39688264,0.58444679,0.67649764,0.6979183,0.7087791,0.70971793,0.70164877
2115,0.48417452,440985.7169,104541.7443,www.amherst.edu,Amherst College,1,MA,1002,2,Other elite schools (public and private),2,1,0,0,0,1785,48526,0.957805907,1449,1936,0.85720003,56800,0.11209439,0.07846608,0.068436578,0.041297935,30.985916,0,0,5.6338024,4.9295774,22.535212,35.915493,0,0.14279997,0.482463656,0.007469945,0.950264508,0.956935926,0.877203647,0.070726315,0.091082549,0.66988289,0.73298883,0.72847432,0.70291072,0.76331365,0.74838555
1784,0.56430447,72471.06687,29541.68824,www.ancilla.edu,Ancilla Domini College,2,IN,46513,9,Two-year (public and private not-for-profit),2,2,0,0,0,424,13730,0.101796407,,14637,,29200,0.00422833,0.027484143,0.031712472,0.006342495,1.3888888,26.388889,1.3888888,29.166666,9.7222223,15.277777,16.666666,0,,0.562859377,0.001586499,0.253005771,0.083276745,,0.369460909,,0.36654055,0.493725,0.49782667,0.51996744,0.51064682,0.49100295
1785,0.57652301,116464.4859,40006.88166,www.anderson.edu,"Anderson University of Anderson, IN",2,IN,46012,6,Selective private,2,1,0,0,0,2016,26850,0.567849687,1030,20389,0.44549999,35900,0.00430622,0.042583734,0.008133971,0.009090909,10,22.058823,6.4705882,2.647059,14.705882,7.352941,36.764706,0,0.55450001,0.575118443,0.008468532,0.515910548,0.558939371,0.367781155,0.504751153,0.527621674,0.46182591,0.53459942,0.5485965,0.56425214,0.58261824,0.55878717
3418,0.62037039,89558.53371,34404.90461,www.andersonuniversity.edu,"Anderson University of Anderson, SC",3,SC,29621,8,Nonselective four-year private not-for-profit,2,1,0,0,0,2652,23750,0.413793103,1010,15131,0.34979999,32800,0.009298999,0.12017167,0.006437768,0.007868383,21.153845,34.615383,1.2820513,12.179487,0,1.9230769,28.846153,0,0.65020001,0.619111254,0.011217886,0.453791279,0.401706363,0.343465046,0.381080064,0.629095539,0.55743641,0.53344685,0.49884087,0.53124088,0.56644273,0.53385842
2238,0.52664977,101521.1542,46482.13356,www.andrews.edu,Andrews University,2,MI,49104,6,Selective private,2,1,0,0,0,1905,26262,0.603603604,1075,16210,0.62489998,36000,0.088709675,0.20276497,0.087557606,0.14112903,20.256411,11.282051,14.871795,1.0256411,4.6153846,30.512819,15.897436,1.5384617,0.37510002,0.525079786,0.007988691,0.504127926,0.595430482,0.422492401,0.406458745,0.33739795,0.53460497,0.54630208,0.54490912,0.57665056,0.63549703,0.57439232
6661,0.59120458,55254.5624,31710.93146,www.angelina.edu,Angelina College,3,TX,75902,9,Two-year (public and private not-for-profit),1,2,1,0,0,5490,3330,0.090523338,,5372,,26900,0.007706256,0.14551224,0.080009066,0,0.25252524,17.676767,36.363636,6.060606,13.636363,9.090909,6.3131313,10.60606,,0.589848708,0.023486234,0.044605643,0.071771242,,0.151542949,,0.43003258,0.48683158,0.49285725,0.52450579,0.52010912,0.48288396
3541,0.55321103,79315.0784,44097.48286,www.angelo.edu,Angelo State University,3,TX,76909,5,Selective public,1,1,1,0,0,5473,6702,0.297486034,965,9452,0.19509999,38000,0.01039321,0.051966049,0.195912,0.011778971,7.1100917,19.495413,9.4036694,1.3761468,0.3440367,14.908257,47.362385,0,0.80490001,0.551729143,0.023412745,0.112175377,0.283001209,0.288753799,0.247506821,0.793129049,0.54529828,0.58090675,0.59481072,0.6049149,0.62884283,0.59539962
2117,0.69125682,108239.2152,45918.44709,www.annamaria.edu,Anna Maria College,1,MA,1612,6,Selective private,2,1,0,0,0,1143,34060,0.468992248,,20412,0.2244,42400,0.016311167,0.027603513,0.03136763,0.015056462,3.4653466,20.79208,11.386139,2.4752476,49.009899,0.49504951,12.376238,0,0.7756,0.690232796,0.004694653,0.660387945,0.458043635,,0.505292125,0.762061282,0.60000348,0.60394615,0.6130718,0.60594869,0.65289426,0.62273443
2058,0.53545672,105564.4282,39562.56931,www.aacc.edu,Anne Arundel Community College,3,MD,21012,9,Two-year (public and private not-for-profit),1,2,1,0,0,16463,6650,0.156218905,,12448,,38800,0.029419268,0.11631664,0.022957232,0.007312303,0.92748737,26.053963,12.816189,46.205734,4.5531197,4.3844857,0.84317034,4.2158518,,0.533915946,0.07092125,0.111133376,0.138821357,,0.31797441,,0.51064897,0.52795833,0.54736274,0.57694113,0.587547,0.56532937
1113,0.53972697,71043.66439,32210.8752,www.avc.edu,Antelope Valley College,4,CA,93536,9,Two-year (public and private not-for-profit),1,2,1,0,0,14262,1104,0.2864222,,5395,,27000,0.0560349,0.14561318,0.21289384,0,0.71633238,17.90831,11.747851,46.131805,3.5816619,7.0200577,3.7249284,9.169054,,0.53820036,0.06140658,0,0.271709256,,0.152083921,,0.41071415,0.47945309,0.49337387,0.52275783,0.5288105,0.49143338
24,0.68039256,51869.36068,25831.5,,Anthem College And The Bryman School Of Arizona,4,AZ,85014,10,Four-year for-profit,3,1,0,0,0,7288,,0.744048539,,25689.775,,27638.09,0.028368793,0.22466254,0.24090597,0,0,0,68.862541,0,0,21.080368,0,10.057093,,0.679332502,0.031258781,,0.738771189,,0.629428333,,0.44050235,0.46278039,0.47629383,0.45643508,0.48868886,0.46031681
111,0.2760095,75983.0101,37753.19338,,Anthem Institute,1,NJ,7306,12,Less than two-year schools of any type,3,3,0,0,0,1724,,0.624161074,,25091.047,,47330.859,0.10302321,0.10376459,0.097768784,0.019081859,0,4.6198616,0,0,0.14550745,94.834488,0,0.4001455,,0.273608205,0.007206249,,0.616411818,,0.615345917,,0.48030928,0.50217521,0.55228263,0.58106333,0.5779779,0.53804046
12891,0.72495091,50262.57463,21783.69402,www.antonellic.com,Antonelli College,3,MS,39232,11,Two-year for-profit,3,2,0,0,0,921,15980,0.24742268,,22153.051,,22700,0.007905139,0.46508563,0.005270092,0.007905139,27.411167,1.5228426,20.812183,0,0,28.93401,21.319798,0,,0.724038641,0.003734973,0.298092337,0.231905622,,0.546242615,,0.39151862,0.39296597,0.42744431,0.44219187,0.46809956,0.41399509
2906,0.52059871,139395.6926,44408.51292,www.appstate.edu/,Appalachian State University,3,NC,28608,5,Selective public,1,1,1,0,0,16025,6553,0.685714286,1150,6845,0.36770001,36600,0.009081902,0.029474901,0.009494716,0.005861955,13.205129,21.581198,5.2991452,5.8119659,5.8547006,8.4188032,39.82906,0,0.63229999,0.519008656,0.069027826,0.109189644,0.679234168,0.513677812,0.186188729,0.610115557,0.53671831,0.58904105,0.58417428,0.60774148,0.62306255,0.60711712
2239,0.64645308,129991.2852,43822.48671,www.aquinas.edu,Aquinas College,2,MI,49506,6,Selective private,2,1,0,0,0,1863,27906,0.595588235,,10730,0.28650001,38100,0.011380505,0.043542802,0.023750618,0,14.649681,24.522293,0,17.197453,0,11.464968,32.165604,0,0.71349999,0.645280453,0.00780713,0.537071177,0.587249848,,0.277566093,0.696214594,0.51389444,0.54936123,0.60596526,0.60263765,0.63494188,0.60857874
1346,0.51102829,110998.934,35661.73582,www.arapahoe.edu,Arapahoe Community College,4,CO,80160,9,Two-year (public and private not-for-profit),1,2,1,0,0,11621,3392,0.17920354,,6560,,35200,0.028509952,0.02084454,0.076519631,0.022458311,7.3972602,14.931507,30.136986,22.876713,19.178082,2.6027398,0,2.8767123,,0.509406493,0.049989841,0.045848028,0.162279901,,0.17948537,,0.48759484,0.51995975,0.51375896,0.54016775,0.54628879,0.53243762
