super_opeid,female,par_mean,k_mean,Web,name,region,state,zip,tier,tier_name,type,iclevel,public,hbcu,flagship,ipeds_enrollment_2013,sticker_price_2013,grad_rate_150_p_2013,sat_avg_2013,scorecard_netprice_2013,scorecard_rej_rate_2013,scorecard_median_earnings_2011,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000,acc_rate_2013,female_norm,enrollment_norm,price_norm,grad_norm,sat_norm,netprice_norm,acceptance_norm,mr_q1,mr_q2,mr_q3,mr_q4,mr_q5,mr_q0
5390,0.58538461,77468.63986,31793.90551,www.blackhawk.edu,Blackhawk Technical College,2,WI,53547,9,Two-year (public and private not-for-profit),1,2,1,0,0,2637,3965,0.336515513,,8503,,31200,0.009304207,0.042475726,0.01658576,0,0,16.594517,54.978355,0,10.38961,9.8124094,0,8.2251081,,0.584009435,0.011153043,0.057330074,0.322835421,,0.225185812,,0.46202624,0.49782068,0.51013124,0.53221047,0.54528916,0.51734918
7987,0.61442786,46182.47516,22604.49892,www.bladencc.ecu,Bladen Community College,3,NC,28332,9,Two-year (public and private not-for-profit),1,2,1,0,0,1199,2097,0.122994652,,9602,,23700,0.005050505,0.41616163,0.012121212,0.001010101,0,41.666668,21.428572,13.095238,2.3809524,0,0,21.428572,,0.613149014,0.004936735,0.019898205,0.104912068,,0.251034905,,0.39385414,0.38326433,0.45917979,0.42698368,0.52589959,0.41552585
3549,0.46608695,109053.6046,44096.71404,www.blinn.edu,Blinn College,3,TX,77833,9,Two-year (public and private not-for-profit),1,2,1,0,0,18561,3264,0.062448304,,11430,,36900,0.010873317,0.069641009,0.091128752,0.017000346,10.887772,27.135679,24.958124,14.40536,5.1926298,14.070352,3.3500838,0,,0.464316094,0.079990663,0.043283104,0.043117342,,0.294030483,,0.49681246,0.5428378,0.58461177,0.59944201,0.60275853,0.57896727
2597,0.61233479,52584.27924,39703.29035,www.bloomfield.edu,Bloomfield College,1,NJ,7003,6,Selective private,2,1,0,0,0,1972,26750,0.364217252,820,18549,0.45359999,39000,0.036414567,0.48347339,0.16022409,0.017366948,14.107883,26.141079,7.4688797,0,0,19.087137,33.195023,0,0.54640001,0.611049002,0.008278325,0.513906701,0.35110833,0.112462006,0.461473328,0.519032977,0.56469238,0.56286097,0.55241895,0.60185564,0.62468308,0.57139349
3315,0.6061421,101333.0935,48812.65657,www.bloomu.edu,Bloomsburg University Of Pennsylvania,1,PA,17815,5,Selective public,1,1,1,0,0,9416,8914,0.618225134,975,14382,0.1144,43800,0.007306737,0.029519217,0.015344148,0.006722198,7.4468083,22.796352,5.9270515,4.1033435,6.6869297,9.2705164,43.768997,0,0.8856,0.604835772,0.04045788,0.156500481,0.610353487,0.300911854,0.363463167,0.878697909,0.6112715,0.62149537,0.63297385,0.65610075,0.67742157,0.65233189
3186,0.58347386,67935.07813,29965.77148,www.bluecc.edu,Blue Mountain Community College,4,OR,97801,9,Two-year (public and private not-for-profit),1,2,1,0,0,1880,4577,0.200680272,,9947,,28800,0.009824199,0.008273009,0.069803514,0.001551189,0,11.046512,27.906977,44.767441,0,6.395349,0,9.8837204,,0.582092347,0.007880619,0.06959362,0.184199453,,0.259149497,,0.44547653,0.48689684,0.49075896,0.52148998,0.48947385,0.49327916
9684,0.54312116,69763.49964,25171.0156,www.blueridge.edu,"Blue Ridge Community College of Flat Rock, NC",3,NC,28731,9,Two-year (public and private not-for-profit),1,2,1,0,0,2324,2389,0.17114094,,7582,,23800,0.004381161,0.033406354,0.012595838,0.010405257,0,13.736264,23.626373,8.7912092,0,18.131868,0,35.714287,,0.541605807,0.00979998,0.025749439,0.154051062,,0.203523379,,0.41961926,0.43747047,0.43860427,0.47578409,0.45653555,0.44713226
6819,0.53863382,84341.15471,33269.7265,www.brcc.edu,"Blue Ridge Community College of Weyers Cave, VA",3,VA,24486,9,Two-year (public and private not-for-profit),1,2,1,0,0,4437,4794,0.25177305,,7189,,31700,0.014966933,0.036547162,0.016707275,0.000696136,0,13.961039,24.025974,40.909092,0.32467532,20.779221,0,0,,0.537103584,0.018934236,0.073941969,0.23634569,,0.194279801,,0.50401109,0.5109328,0.52194118,0.53496844,0.53641248,0.52480859
3809,0.5424493,60400.96442,29678.15622,www.bluefieldstate.edu,Bluefield State College,3,WV,24701,5,Selective public,1,1,1,1,0,1747,5832,0.222222222,905,8005,0.5733,29400,0.000755287,0.0989426,0.005664653,0.012839879,0,14.578005,25.063938,10.741688,13.043478,28.644501,7.9283886,0,0.4267,0.540931719,0.007305676,0.094741904,0.206185567,0.215805471,0.213472575,0.39211111,0.39253783,0.46113512,0.5090121,0.51742983,0.56237656,0.48312131
3016,0.5728395,90094.58333,43814.76302,www.bluffton.edu,Bluffton University,2,OH,45817,6,Selective private,2,1,0,0,0,1053,29316,0.597087379,1020,17717,0.46919999,38300,0.007007007,0.064064063,0.015015015,0.012012012,5.7803469,41.040462,0.5780347,4.0462427,6.3583817,8.6705208,33.526012,0,0.53080001,0.571422716,0.004305593,0.565325425,0.588779902,0.3556231,0.441904224,0.502491782,0.54500449,0.5577004,0.56191486,0.62487632,0.63536227,0.59991819
1616,0.52977616,94480.98082,38199.34834,www.boisestate.edu,Boise State University,4,ID,83725,5,Selective public,1,1,1,0,0,19026,6641,0.412221647,1025,11769,0.2234,35300,0.02195717,0.01063974,0.0466251,0.01206289,7.944644,19.733471,17.375706,5.0230651,4.7155304,12.250128,25.371605,7.5858536,0.7766,0.528216545,0.082000804,0.11095303,0.400102506,0.361702128,0.302003951,0.763121615,0.50496978,0.51914507,0.52121657,0.55492687,0.55027014,0.53644258
13029,0.69729728,37878.39323,27806.56771,www.boricuacollege.edu,Boricua College,1,NY,10032,6,Selective private,2,1,0,0,0,1050,10625,0.980582524,,21345,,29900,0,0.15035799,0.77963406,0,0,8.5798817,0,49.704144,14.201183,0,27.514793,0,,0.696293291,0.004292625,0.19078631,0.980182164,,0.527236805,,0.44864449,0.48185042,0.55299276,0.3365818,0.21605778,0.46024466
20554,0.56666666,75891.86945,33123.26376,www.bpcc.edu,Bossier Parish Community College,3,LA,71111,9,Two-year (public and private not-for-profit),1,2,1,0,0,8512,3616,0.114660115,,7522,,29200,0.009926131,0.20036934,0.018467221,0,0,13.944223,31.075697,20.717131,9.1633463,9.9601593,7.9681277,7.1713152,,0.565229402,0.036549992,0.050336646,0.096405684,,0.202112146,,0.44508788,0.48367995,0.51398766,0.51269734,0.55602306,0.50281465
2128,0.51660973,394426.3457,99796.0483,WWW.BC.EDU,Boston College,1,MA,2467,2,Other elite schools (public and private),2,1,0,0,0,9698,47436,0.912986445,1365,15622,0.6778,67000,0.074457191,0.043732077,0.051208522,0.022326915,14.114238,26.241722,2.4834437,0.24834438,0.70364237,11.837749,44.370861,0,0.3222,0.515006446,0.041676934,0.928422571,0.911192351,0.775075988,0.392628657,0.281306315,0.70580006,0.72127658,0.73597211,0.75249785,0.77182674,0.76141644
2130,0.62199748,262524.4335,76565.23104,www.bu.edu,Boston University,1,MA,2215,4,Highly selective private,2,1,0,0,0,18165,46664,0.844840029,1300,23783,0.54390001,60600,0.11005107,0.027218139,0.046635613,0.093439586,11.028829,15.339857,7.5905843,2.0893943,0.26448029,18.407829,45.279026,0,0.45609999,0.62074374,0.0782788,0.91295287,0.841640854,0.696048632,0.584579923,0.423284889,0.68758792,0.72142458,0.72103655,0.72034889,0.72018486,0.71910805
2038,0.51275915,410517.6497,88443.58568,www.bowdoin.edu,Bowdoin College,1,ME,4011,2,Other elite schools (public and private),2,1,0,0,0,1795,46808,0.932631579,,4754,0.85049999,54800,0.073958978,0.023617154,0.031075202,0.031075202,24.875622,0,0,5.7213926,0,28.109453,41.293533,0,0.14950001,0.511143094,0.007513174,0.91583841,0.931242539,,0.137007244,0.098186822,0.64177203,0.64341491,0.74242383,0.69098455,0.74138689,0.72696257
3018,0.5663774,114765.6495,46836.06727,www.bgsu.edu,Bowling Green State University,2,OH,43403,5,Selective public,1,1,1,0,0,16918,9892.0371,0.540983607,1025,13619.098,0.2753,39000,0.006957873,0.042911381,0.023328286,0.008714604,14.973452,17.663717,8.495575,8.3893805,3.0442479,12.495575,34.690266,0.24778761,0.7247,0.564939182,0.072888163,0.176098852,0.531519351,0.361702128,0.345519287,0.708090334,0.56803393,0.59320277,0.60982603,0.64123601,0.64461946,0.62943923
4853,0.7011494,60225.6276,26447.28125,www.bradfordschoolcolumbus.edu,"Bradford School of Columbus, OH",2,OH,43219,11,Two-year for-profit,3,2,0,0,0,449,13980,0.673076923,,15930,,25000,0.02617801,0.17801048,0.010471204,0,18.556702,49.484535,21.649485,0,4.1237111,6.1855669,0,0,,0.700158187,0.001694571,0.25801539,0.666336241,,0.399872989,,0.46592924,0.4489696,0.45653602,0.49981773,0.48160601,0.46716338
9721,0.78260869,77006.54688,27458.32682,www.bradfordpittsburgh.edu,"Bradford School of Pittsburgh, PA",1,PA,15219,11,Two-year for-profit,3,2,0,0,0,439,15300,0.75862069,,14483,0.1156,25600,0.006263048,0.17745303,0.002087683,0,8.9068823,45.748989,19.028339,0,15.384615,10.931174,0,0,0.8844,0.781887657,0.001651342,0.284466175,0.753643797,,0.365838743,0.877425509,0.44332099,0.45919064,0.38288882,0.48998627,0.39057732,0.44117302
1641,0.55595547,158446.4213,62392.24282,www.bradley.edu,Bradley University,2,IL,61625,6,Selective private,2,1,0,0,0,4825,30844,0.756255792,1135,18500,0.33059999,52400,0.017200937,0.04847537,0.016028147,0.017787334,10.813397,22.105265,7.1770334,0.86124402,2.2966509,25.358852,31.38756,0,0.66940001,0.554482685,0.020611515,0.595944213,0.751230139,0.495440729,0.46032082,0.649453932,0.67470616,0.68148351,0.70173633,0.71183765,0.70485985,0.70388341
2133,0.57296038,299664.4729,78200.06473,www.brandeis.edu,Brandeis University,1,MA,2454,2,Other elite schools (public and private),2,1,0,0,0,3614,47475,0.895863053,1365,13644,0.62959999,58800,0.095368676,0.023461305,0.025594151,0.058500916,16.138329,0,0,10.662824,0,19.45245,53.746399,0,0.37040001,0.571543997,0.015376502,0.929204072,0.893715899,0.775075988,0.346104996,0.332414375,0.67211378,0.70838678,0.69484848,0.72092366,0.72580165,0.71823013
7287,0.47708449,80082.90405,43444.59877,www.brazosport.edu,Brazosport College,3,TX,77566,7,Nonselective four-year public,1,1,1,0,0,4127,3315,,,2893,,29900,0.011932556,0.067185476,0.24487679,0.004150454,0,12.5,5.6547618,30.059525,9.5238094,10.714286,0,31.547619,,0.47535011,0.017594142,0.044305066,,,0.093235488,,0.55819404,0.53779626,0.57893687,0.56866086,0.57427156,0.56591117
1556,0.98255813,126124.5117,35588.35468,www.brenau.edu,Brenau University,3,GA,30501,6,Selective private,2,1,0,0,0,1700,24780,0.452914798,985,13602,0.21709999,42600,0.012933969,0.2437032,0.022464262,0.019741321,8.1775703,25.233644,25,1.4018692,6.5420561,0.70093459,32.943924,0,0.78290001,0.98250028,0.0071025,0.474430907,0.441634691,0.313069909,0.345117132,0.769801723,0.55804855,0.5635615,0.51648819,0.55982029,0.5408712,0.54620558
2912,0.464986,193567.7092,33265.85138,www.brevard.edu,Brevard College,3,NC,28712,8,Nonselective four-year private not-for-profit,2,1,0,0,0,701,26170,0.431952663,,16688,0.55110002,31100,0,0.08028169,0.011267605,0.043661971,18.487396,1.6806723,0,64.705887,0,11.764706,3.3613446,0,0.44889998,0.463211493,0.002783938,0.502284386,0.420240346,,0.417701571,0.415650481,0.41073093,0.49271083,0.56645399,0.56183982,0.47112522,0.50747263
1557,0.49494949,70745.01563,34127.15755,www.bpc.edu,Brewton Parker College,3,GA,30445,6,Selective private,2,1,0,0,0,693,14200,0.171779141,,12385,0.48629999,34700,0.003766478,0.17608286,0.014124294,0.04519774,2.7131782,21.705427,0,25.968992,2.3255816,2.7131782,44.573643,0,0.51370001,0.493274364,0.002749355,0.262423854,0.154702422,,0.316492615,0.484360089,0.40233845,0.56055045,0.49108776,0.49070862,0.57266152,0.50808114
1846,0.55470252,88356.02157,44103.84874,www.briarcliff.edu,Briar Cliff University,2,IA,51104,6,Selective private,2,1,0,0,0,1042,27312,0.454545455,985,16131,,38600,0.018538713,0.018538713,0.026172301,0.00436205,6.875,30,12.5,7.5,5,15,23.125,0,,0.55322558,0.004258042,0.525168323,0.443298969,0.313069909,0.404600621,,0.56346828,0.60677785,0.60846245,0.67203581,0.65067548,0.63277799
20757,0.43687063,82617.98061,37482.70515,www.briarcliffe.edu,Briarcliffe College,1,NY,11714,10,Four-year for-profit,3,1,0,0,0,1886,16197,0.235294118,,12829,,39000,0.015083799,0.046368714,0.080446929,0.006145251,12.032085,43.58289,0,0,0,35.294117,0,9.090909,,0.435002871,0.007906557,0.302440686,0.219526986,,0.326935742,,0.49782994,0.52175516,0.53499866,0.55700457,0.57231683,0.5401206
21154,0.55026454,78726.0026,28008.61654,www.bridgerlandatc.org,Bridgerland Applied Technology College,4,UT,84321,9,Two-year (public and private not-for-profit),1,2,1,0,0,593,,0.543933054,,1320,,25800,0.02631579,0.003289474,0.03618421,0,0,8.8235292,47.619049,0,4.0616245,1.5406163,0,37.955181,,0.54877288,0.002317066,,0.534529612,,0.056237652,,0.46822673,0.34479344,0.46061,0.48180714,0.40780139,0.44231838
3704,0.55651236,110865.433,48955.28917,www.bridgewater.edu,Bridgewater College,3,VA,22812,6,Selective private,2,1,0,0,0,1848,30380,0.599099099,1045,15471,0.45070001,42600,0.008994277,0.062959932,0.009811938,0.009811938,11.707317,23.902439,0,9.7560978,0,17.560976,37.07317,0,0.54929999,0.555041423,0.007742287,0.586646361,0.590833101,0.386018237,0.389077053,0.522107921,0.52164751,0.65509367,0.63806605,0.64907986,0.65092349,0.6406489
2183,0.62080634,107859.3629,46548.66707,www.bridgew.edu,Bridgewater State University,1,MA,2325,5,Selective public,1,1,1,0,0,9615,8353,0.57511283,990,14019,0.214,41500,0.009039548,0.035875708,0.015677966,0.018079096,9.3936806,14.175918,3.4158838,7.3441505,3.4158838,8.7959013,51.665245,1.793339,0.786,0.61954865,0.041318134,0.145258897,0.56635227,0.319148936,0.354925205,0.773088745,0.58761531,0.6169194,0.62818742,0.6456207,0.64660859,0.63724977
3670,0.54861033,197843.0225,49451.4904,www.byu.edu,Brigham Young University,4,UT,84602,6,Selective private,2,1,0,0,0,27765,5000,0.779666453,1260,9848,0.50580001,57400,0.023005929,0.002627324,0.022601726,0.030955268,13.844872,18.487629,1.5429524,14.595496,0.98693353,18.306923,31.192661,1.0425354,0.49419999,0.547113184,0.119778495,0.078069894,0.775123493,0.647416413,0.256820962,0.463683575,0.51333505,0.52655244,0.51787561,0.53046477,0.53160888,0.52898645
1606,0.57452577,120099.5234,35057.53516,www.byuh.edu,Brigham Young University - Hawaii,4,HI,96762,6,Selective private,2,1,0,0,0,2882,4940,0.47029703,1070,8239,0.63959998,39400,0.15384616,0.003399915,0.014449638,0.38419038,9.6566525,23.60515,0,8.1545067,3.6480687,22.961374,31.974251,0,0.36040002,0.573114579,0.01221215,0.076867586,0.459375319,0.416413374,0.218976385,0.321811055,0.37493849,0.41145337,0.47465879,0.49569863,0.51856202,0.48858145
1625,0.57198519,124229.6447,35954.58452,www.byui.edu,Brigham Young University-Idaho,4,ID,83460,8,Nonselective four-year private not-for-profit,2,1,0,0,0,27692,3950,0.597096189,1020,5154,0.0037,39000,0.014750252,0.002234887,0.018102581,0.025477707,8.9539003,15.130024,9.3971634,40.69149,2.3936169,9.1903076,13.179669,1.0638298,0.9963,0.570565572,0.119462925,0.057029497,0.588788894,0.3556231,0.146415467,0.996076768,0.44766265,0.45815557,0.46666309,0.47806433,0.47955313,0.47322392
2176,0.57198793,76552.47119,34067.53657,www.bristolcc.edu,Bristol Community College,1,MA,2720,9,Two-year (public and private not-for-profit),1,2,1,0,0,9335,4178,0.173213136,,4734,,27900,0.010736703,0.03666997,0.021638585,0,0.91743118,18.807341,19.418961,21.712538,10.397553,12.844037,8.7155962,7.1865444,,0.570568321,0.040107726,0.061598269,0.156165984,,0.136536833,,0.48544431,0.50049764,0.52550095,0.56339955,0.53519469,0.52935582
8404,0.47508511,112528.4516,40098.18297,www.brookdalecc.edu,Brookdale Community College,1,NJ,7738,9,Two-year (public and private not-for-profit),1,2,1,0,0,14360,6384,0.214005236,,4858,,32900,0.043369114,0.086305402,0.055488229,0.009695291,0.33305579,23.563698,11.074105,22.98085,8.5761862,7.9100747,23.064114,2.4979184,,0.473344099,0.061830223,0.105803142,0.197799158,,0.139453382,,0.49306807,0.52001899,0.54118872,0.5619216,0.57703245,0.55315858
22188,0.82119203,40820.67815,19864.06908,www.iia.edu,Brookline College,4,AZ,85021,10,Four-year for-profit,3,1,0,0,0,1743,,0.428571429,,23898.947,,22300,0.024238802,0.099724345,0.33624813,0,0,43.496674,30.066545,0,13.793103,12.643678,0,0,,0.820598969,0.007288384,,0.416789396,,0.587307061,,0.38444027,0.40407407,0.39639241,0.37813717,0.33364996,0.39060855
1123,0.47634912,161301.604,35938.51075,,Brooks Institute,4,CA,93101,10,Four-year for-profit,3,1,0,0,0,492,20112,0.365384615,,26746,0.02,29100,0.074766353,0.004672897,0.042056076,0,100,0,0,0,0,0,0,0,0.98,0.474612301,0.001880455,0.380891311,0.352299762,,0.654271333,0.978793341,0.48982835,0.48589358,0.51636803,0.53349876,0.51019031,0.51142704
2862,0.51482153,76614.34586,31871.51352,www.sunybroome.edu,Broome Community College,1,NY,13905,9,Two-year (public and private not-for-profit),1,2,1,0,0,5894,4695,0.264857881,,3813,,31000,0.004591206,0.008299488,0.004414621,0.020837013,0,24.704493,19.858156,28.605202,8.5106382,13.94799,3.427896,0.9456265,,0.513212315,0.025232679,0.07195816,0.249700312,,0.1148744,,0.43458134,0.47386703,0.52016443,0.53534049,0.55913872,0.51109213
1500,0.55082887,77850.61707,33781.99516,www.broward.edu,Broward College,3,FL,33301,7,Nonselective four-year public,1,1,1,0,0,43883,2542,,,7697,,33400,0.034721967,0.25824237,0.19825478,0.06225127,0.56642634,5.3553038,20.288363,65.345009,3.5530381,3.6560247,0,1.2358394,,0.549339082,0.189454755,0.028815325,,,0.206228243,,0.49613643,0.507842,0.52491683,0.52887058,0.53540772,0.51803905
7351,0.3162339,91665.34103,33721.19906,,Brown College,2,MN,55120,10,Four-year for-profit,3,1,0,0,0,381,14084.126,0.481058683,,15532.173,,33700,0.084442407,0.059660394,0.022946306,0,0,1.8691589,0,0,0,65.654205,32.476635,0,,0.313966019,0.001400615,0.260101916,0.470358862,,0.390515876,,0.51229763,0.50415814,0.53228664,0.5511955,0.58990687,0.54164797
3401,0.5372718,542890.8085,106812.8054,www.brown.edu,Brown University,1,RI,2912,1,Ivy Plus,2,1,0,0,0,6455,47434,0.945159106,1440,5234,0.90820003,59700,0.14314148,0.060208991,0.060374856,0.067009456,20.573566,6.608479,1.6832918,7.9800501,2.1197007,29.862843,31.17207,0,0.09179997,0.535737046,0.027657818,0.928382494,0.944028366,0.866261398,0.148297112,0.037005568,0.73405719,0.7257883,0.71238077,0.74321991,0.73834264,0.73642915
21707,0.62378168,57462.2127,22514.96486,www.brunswickcc.edu,Brunswick Community College,3,NC,28422,9,Two-year (public and private not-for-profit),1,2,1,0,0,1809,2404,0.237288136,,7157,,22000,0.003246753,0.21428572,0.004329004,0.001082251,0,15.131579,30.263159,17.763159,14.473684,14.473684,0,7.8947368,,0.622533858,0.007573694,0.026050016,0.221562118,,0.193527143,,0.40045506,0.39765632,0.44620821,0.46048701,0.41402495,0.4229942
3536,0.6014151,141063.2931,35974.7884,www.bryan.edu,Bryan College,3,TN,37321,6,Selective private,2,1,0,0,0,1573,22200,0.615384615,1040,10968,0.62379998,35500,0.004893964,0.022838499,0.013050571,0.021207178,9.3457947,23.364487,4.6728973,5.6074767,14.018692,7.4766355,35.514019,0,0.37620002,0.600093094,0.006553494,0.422731645,0.607454401,0.37993921,0.283163985,0.338564316,0.4637621,0.51363271,0.52237195,0.54332381,0.4731358,0.50863606
3402,0.39951575,158784.901,86597.0026,www.bryant.edu,Bryant University,1,RI,2917,6,Selective private,2,1,0,0,0,3287,38574,0.819787986,,26524,0.23450001,61900,0.026197862,0.032057911,0.025853153,0.043088589,0,76.481483,0,1.2962962,0,20.370371,1.8518518,0,0.76549999,0.397524094,0.013962918,0.750841616,0.816072274,,0.649049769,0.751351909,0.69377357,0.72922581,0.79320681,0.80507743,0.79919523,0.79210043
3237,0.99623114,222398.8616,53655.57523,www.brynmawr.edu,Bryn Mawr College,1,PA,19010,2,Other elite schools (public and private),2,1,0,0,0,1328,45540,0.840909091,1320,14097,0.60079998,50400,0.1664212,0.03976436,0.027982326,0.076583214,30,0,0,2.5806451,0,27.419355,40,0,0.39920002,0.99621864,0.005494387,0.890429625,0.837628866,0.720364742,0.356759808,0.362951975,0.56370586,0.59787184,0.63338417,0.67492145,0.63134575,0.6327461
3238,0.49595469,296115.8312,100204.6075,www.bucknell.edu,Bucknell University,1,PA,17837,2,Other elite schools (public and private),2,1,0,0,0,3532,48498,0.907553551,1305,19934,0.70490003,68800,0.049375545,0.030206215,0.031948883,0.016264886,11.360947,19.881657,0,2.9585798,0,34.674557,31.12426,0,0.29509997,0.494282898,0.015022025,0.949703431,0.905647439,0.70212766,0.494049299,0.25257126,0.67634869,0.69234407,0.73306161,0.74484038,0.78023791,0.76141262
3239,0.50630212,102425.6867,36177.71784,www.bucks.edu,Bucks County Community College,1,PA,18940,9,Two-year (public and private not-for-profit),1,2,1,0,0,9880,7394,0.124199744,,6941,,35800,0.021844374,0.024560161,0.014051246,0.012634314,6.1692972,32.281204,13.055954,11.908178,9.7560978,7.030129,18.794836,1.0043042,,0.504664648,0.042463699,0.126042001,0.106142007,,0.188446702,,0.48675528,0.50639284,0.53575855,0.55602568,0.56140172,0.54301298
1847,0.5401997,89198.67847,49346.61178,www.bvu.edu,Buena Vista University,2,IA,50588,6,Selective private,2,1,0,0,0,2293,30406,0.526548673,912.5,15368,0.30450001,38100,0.007607455,0.004564473,0.010270065,0.00684671,1.5189873,38.987343,0,12.025316,1.6455696,2.4050632,43.417721,0,0.69549999,0.538674658,0.009665971,0.587167361,0.51678679,0.224924012,0.386654436,0.677128601,0.62741339,0.63351357,0.66094738,0.68810689,0.68732411,0.66623867
11210,0.54284322,67958.95742,32209.07492,www.bhcc.mass.edu,Bunker Hill Community College,1,MA,2129,9,Two-year (public and private not-for-profit),1,2,1,0,0,14023,3384,0.107762557,,6927,,33000,0.11589663,0.21973374,0.13453406,0,2.8248587,24.670433,29.566854,13.93597,6.2146893,16.949152,3.3898306,2.448211,,0.541326945,0.060373411,0.04568772,0.089365909,,0.188117415,,0.48135456,0.51365161,0.49817768,0.53578228,0.53591514,0.51089334
7730,0.50845051,94760.71005,37510.10744,www.bcc.edu,Burlington County College - Pemberton Campus,1,NJ,8068,9,Two-year (public and private not-for-profit),1,2,1,0,0,9570,4365,0.218931782,,5852,,34600,0.030055538,0.16710225,0.043449853,0.023521725,0.5859375,4.8828125,8.3984375,75.195313,7.8125,0.390625,0,2.734375,,0.506820163,0.041123604,0.065345463,0.202827283,,0.162832816,,0.54314661,0.52397656,0.54765397,0.55962247,0.56365734,0.55185646
3240,0.5,74248.59375,34194.70768,www.bc3.edu,"Butler County Community College of Butler, PA",1,PA,16002,9,Two-year (public and private not-for-profit),1,2,1,0,0,3686,6690,0.185810811,,2483,,29900,0.004119465,0.014074837,0.003776176,0.000343289,4.1666665,41.203705,12.962963,21.064814,1.6203704,6.0185184,9.4907398,3.4722223,,0.498341625,0.015687749,0.111934915,0.169023405,,0.083592059,,0.47628227,0.51210898,0.53278613,0.54738086,0.55796301,0.53036118
1906,0.54449648,81621.4791,31827.55132,www.butlercc.edu/,"Butler County Community College of El Dorado, KS",2,KS,67042,9,Two-year (public and private not-for-profit),1,2,1,0,0,9142,3294,0.225525743,,7914,,31400,0.029326255,0.071672358,0.039059538,0.062571101,2.1929824,24.707602,14.035088,32.748539,3.5087719,7.6023393,13.450293,1.7543859,,0.542985689,0.03927341,0.043884258,0.209557202,,0.211332204,,0.44784048,0.49374837,0.50382352,0.52348942,0.54085529,0.51015115
1788,0.63416219,196070.5855,68517.19598,www.butler.edu,Butler University,2,IN,46208,6,Selective private,2,1,0,0,0,4051,35652,0.738601824,1170,23041,0.33899999,52400,0.020211162,0.039517347,0.012669683,0.016591253,14.483821,24.653313,14.175654,0,0.46224961,12.172573,34.052387,0,0.66100001,0.632948798,0.017265602,0.692289195,0.733212171,0.537993921,0.56712767,0.640547135,0.70501542,0.69851208,0.71852237,0.71097636,0.71382123,0.71267241
8073,0.47420523,81294.32462,34286.59561,www.butte.edu,Butte College,4,CA,95965,9,Two-year (public and private not-for-profit),1,2,1,0,0,12163,1364,0.286071726,,5177,,29800,0.040807486,0.022266505,0.10509444,0.019840581,2.9918404,12.87398,10.788758,25.022665,12.783319,10.063463,18.767,6.7089753,,0.4724613,0.052332845,0.005210003,0.271351556,,0.14695644,,0.42733592,0.46651521,0.49538589,0.53020507,0.55066109,0.49785635
7273,0.55186212,66249.87845,69068.9166,www.baruch.cuny.edu,CUNY Bernard M. Baruch College,1,NY,10010,5,Selective public,1,1,1,0,0,14082,6561,,1235,5148,0.75169998,54000,0.23454894,0.20506717,0.19239923,0.090518236,1.8911439,66.051659,0,1.6605166,0.36900368,20.894833,9.1328411,0,0.24830002,0.550375759,0.060628461,0.109349952,,0.617021277,0.146274344,0.20294773,0.67066455,0.7063328,0.69168752,0.72390079,0.721605,0.69869983
2691,0.561055,45008.48356,34761.37123,www.bmcc.cuny.edu/,CUNY Borough Of Manhattan Community College,1,NY,10007,9,Two-year (public and private not-for-profit),1,2,1,0,0,24186,4818,,,6051,,34900,0.097637795,0.38381103,0.30696064,0.11212599,0,36.9403,8.5820894,28.624733,8.1556501,9.9680166,7.7292109,0,,0.559599129,0.10430689,0.074422892,,,0.167513407,,0.51684105,0.53826094,0.55109793,0.53431112,0.54278708,0.53319645
2692,0.55779111,39859.19794,31412.16821,www.bcc.cuny.edu,CUNY Bronx Community College,1,NY,10453,9,Two-year (public and private not-for-profit),1,2,1,0,0,11368,4854,,,7369,,31900,0.017754041,0.36518475,0.53204387,0.043013856,3.8140643,25.864124,8.7008343,12.157331,16.090584,14.66031,15.017879,3.6948748,,0.556324414,0.048896151,0.075144277,,,0.198513501,,0.50875872,0.49884054,0.5045082,0.49609679,0.47270244,0.50278765
2687,0.59425551,81701.99678,53799.11341,www.brooklyn.cuny.edu,CUNY Brooklyn College,1,NY,11210,5,Selective public,1,1,1,0,0,13596,6536,,1085,3923,0.68019998,44500,0.090449773,0.28749752,0.10441846,0.0380424,10.530087,18.982807,6.4469914,1.0028653,0,15.830945,47.206306,0,0.31980002,0.592909757,0.058527539,0.10884899,,0.434650456,0.117461661,0.278761537,0.5974474,0.59217858,0.60932016,0.64441705,0.63469583,0.61369479
2689,0.6918084,74827.43685,47546.28142,www.hunter.cuny.edu,CUNY Hunter College,1,NY,10065,5,Selective public,1,1,1,0,0,16689,6429,,1160,4698,0.70279998,44800,0.13345438,0.19713378,0.22229427,0.057972893,24.931053,6.9498072,10.976282,3.9161613,0,7.7220078,45.504688,0,0.29720002,0.690786206,0.071898222,0.106704873,,0.525835866,0.135690093,0.254798012,0.60829693,0.63008255,0.63845289,0.605883,0.60174769,0.61823165
