super_opeid,female,par_mean,k_mean,Web,name,region,state,zip,tier,tier_name,type,iclevel,public,hbcu,flagship,ipeds_enrollment_2013,sticker_price_2013,grad_rate_150_p_2013,sat_avg_2013,scorecard_netprice_2013,scorecard_rej_rate_2013,scorecard_median_earnings_2011,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000,acc_rate_2013,female_norm,enrollment_norm,price_norm,grad_norm,sat_norm,netprice_norm,acceptance_norm,mr_q1,mr_q2,mr_q3,mr_q4,mr_q5,mr_q0
30955,0.79878789,35390.3968,24916.149,www.asa.edu,ASA Institute Of Business & Computer Technology,1,NY,11201,11,Two-year for-profit,3,2,0,0,0,4711,12298,0.316260567,,22011,,26400,0.11801676,0.081703909,0.073324025,0.071229048,0,6.6037736,11.425576,0,0,81.97065,0,0,,0.79812052,0.020118706,0.224310676,0.302162847,,0.542901496,,3.415227072,3.226223666,3.227638791,3.03435998,2.892336795,3.290055302
3537,0.55961841,138760.9698,50874.14613,www.acu.edu,Abilene Christian University,3,TX,79699,6,Selective private,2,1,0,0,0,3727,29450,0.56561086,1075,20836,0.51059997,40200,0.007326873,0.05766958,0.05672418,0.039943274,10.785619,22.50333,5.0599203,9.7203732,8.7882824,11.318242,31.691078,0.13315579,0.48940003,0.558157775,0.015864988,0.56801058,0.556654383,0.422492401,0.515264841,0.458594019,2.481784155,2.77362053,2.75533641,2.55318521,2.42888031,2.55210283
1541,0.44160941,80366.66127,35346.92997,www.abac.edu,Abraham Baldwin Agricultural College,3,GA,31793,7,Nonselective four-year public,1,1,1,0,0,3394,3394,,925,7887,0.29100001,31900,0.004942966,0.15703422,0.016730038,0.013688213,0,4.1002278,12.072893,47.152618,6.3781323,29.612757,0,0.68337131,0.70899999,0.439757368,0.014425467,0.045888105,,0.240121581,0.210697149,0.691443096,3.213949913,2.94356756,2.73966043,2.64410691,2.64268904,2.8094944
7531,0.4142569,166594.9696,39988.01721,www.academyart.edu,Academy Of Art University,4,CA,94105,10,Four-year for-profit,3,1,0,0,0,10508,19740,0.33,,28224,,36100,0.15640348,0.023989422,0.20589346,0.27181715,96.091957,0,0,0,0,0,3.908046,0,,0.412314137,0.04517847,0.373436999,0.316185567,,0.689034716,,3.20333541,2.98518375,2.97114972,2.89862567,2.83361995,2.92469344
1345,0.50084746,76121.81634,38010.81341,www.adams.edu,Adams State University,4,CO,81101,5,Selective public,1,1,1,0,0,2284,8014,0.261176471,984,14705,0.47400001,33200,0.0125,0.035096154,0.27548078,0.002403846,10.85044,24.046921,0,33.431084,0,13.489737,18.181818,0,0.52599999,0.499191896,0.009627065,0.138465854,0.245942996,0.311854103,0.371060307,0.497402163,2.98630165,2.82734873,2.67350911,2.69553134,2.52575612,2.72221291
2666,0.71840209,130723.7409,54029.66686,WWW.ADELPHI.EDU,Adelphi University,1,NY,11530,6,Selective private,2,1,0,0,0,5040,32340,0.625141563,1115,20512,0.3186,50600,0.029686997,0.1226202,0.067118429,0.040980961,9.0090094,28.078077,13.963964,3.6036036,8.5585585,6.0060062,30.780781,0,0.6814,0.7174681,0.021540936,0.62592177,0.617412523,0.47112462,0.507644181,0.662177917,2.365267855,2.35095126,2.22099704,2.260972975,2.14584096,2.22952808
2860,0.5263952,75699.25196,33735.5687,WWW.SUNYACC.EDU,Adirondack Community College - SUNY Office Of Community Colleges,1,NY,12804,9,Two-year (public and private not-for-profit),1,2,1,0,0,4230,4302,0.192740926,,2810,,32300,0.006664551,0.008251349,0.009203428,0.002856236,0,19.017094,12.606837,50,7.4786325,8.5470085,2.1367521,0.21367522,,0.524824371,0.018039399,0.064083039,0.176096409,,0.091283282,,3.117988319,2.91822387,2.93739091,2.71100121,2.67362265,2.84617615
2234,0.55478501,113708.1117,43944.55249,www.adrian.edu,Adrian College,2,MI,49221,6,Selective private,2,1,0,0,0,1646,32660,0.544513458,990,15774,0.43720001,36500,0.003700278,0.067530066,0.017576318,0.019426458,19.631903,28.834356,0.61349696,12.269938,5.5214725,16.564417,16.564417,0,0.56279999,0.553308343,0.006869064,0.632334081,0.535121982,0.319148936,0.396203782,0.536422416,2.8366868,2.527528305,2.486299775,2.50435079,2.295079295,2.452074965
11484,0.99137932,90962.75,27012.46615,,Advanced Institute Of Hair Design,2,WI,53228,11,Two-year for-profit,3,2,0,0,0,355,,0.750412063,,10707.964,,22000,0.009090909,0.071753249,0.036201298,0,0,0,0,0,0,0,0,100,,0.991350727,0.00128822,,0.74526592,,0.277047794,,1.488777925,3.39717106,3.296495368,3.124862961,3.364243095,3.204416059
31275,0.039164491,69400.14868,33265.16236,www.auto.edu,Advanced Technology Institute,3,VA,23462,11,Two-year for-profit,3,2,0,0,0,824,13255,0.681415929,,18350,0.096600004,35300,0.043956045,0.26373628,0.021978023,0,0,0,0,0,0,15.163935,0,84.836067,0.903399996,0.03597764,0.003315653,0.243487496,0.674847185,,0.456792737,0.897571831,2.75919077,2.90660481,2.71847847,2.544824634,2.67531859,2.72150259
31155,0.76348549,73132.16146,45837.11328,www.fhchs.edu,Adventist University Of Health Sciences,3,FL,32803,8,Nonselective four-year private not-for-profit,2,1,0,0,0,2160,12430,0.333333333,925,18425,0.8664,51100,0.084337346,0.13769363,0.17728055,0,0,0,100,0,0,0,0,0,0.1336,0.762701031,0.009091027,0.226955755,0.319587629,0.240121581,0.458556779,0.081327517,2.681349762,2.334648945,2.506034535,2.25557176,2.241963776,2.38129385
1542,0.99695122,148536.1146,45756.53516,www.agnesscott.edu,Agnes Scott College,3,GA,30030,4,Highly selective private,2,1,0,0,0,915,35982,0.720183486,,16756,0.33129999,39400,0.049327355,0.19282511,0.036995515,0.053811658,31.884058,0,0,10.144928,0,15.94203,42.028984,0,0.66870001,0.996941108,0.003709035,0.698901892,0.714414074,,0.419300969,0.648711699,3.05558769,2.62154004,2.93192847,2.57774335,2.445224365,2.61761881
10056,0.53883201,67392.41217,27452.43907,www.atc.edu,Aiken Technical College,3,SC,29829,9,Two-year (public and private not-for-profit),1,2,1,0,0,2583,4132,0.093686354,,5315,,25300,0.008818342,0.35493827,0.009700176,0,0,36.25304,8.5158148,9.7323599,11.922141,24.3309,0,9.2457418,,0.537302431,0.010919607,0.060676499,0.074999475,,0.150202277,,3.28732297,3.12087808,3.06817084,3.09679686,2.90956989,3.10417175
1002,0.51395267,57659.15269,37065.25163,www.aamu.edu/,Alabama Agricultural & Mechanical University,3,AL,35762,5,Selective public,1,1,1,1,0,4051,9096,0.29138322,843.5,12683,0.1011,31400,0.002968037,0.90547943,0.002739726,0.038812786,1.2844037,20.917431,0,0,4.4036698,38.165138,35.229359,0,0.8989,0.512340573,0.017265602,0.160147483,0.276772565,0.141033435,0.323501741,0.892800337,2.87822343,2.79903161,2.661716555,2.67133541,2.51159949,2.73446602
1034,0.59677422,61075.67018,28755.53984,www.ascc.edu,Alabama Southern Community College,3,AL,36460,9,Two-year (public and private not-for-profit),1,2,1,0,0,1349,4260,0.233796296,,4737,,23200,0.003965107,0.36399683,0.002379064,0,0,24.723248,26.937269,19.926199,0,12.546125,0,15.867159,,0.595436821,0.005585167,0.063241424,0.217998282,,0.136607395,,3.27134154,3.139095007,3.1282142,2.98197199,2.86376125,3.11501204
5463,0.59614146,72254.9352,27239.25566,www.alamancecc.edu,Alamance Community College,3,NC,27253,9,Two-year (public and private not-for-profit),1,2,1,0,0,4161,2175,0.106779661,,10155,,26500,0.011130638,0.19390744,0.016110135,0.005565319,2.4479804,31.578947,14.565483,17.62546,1.4687883,23.745409,0,8.5679312,,0.594801962,0.01774112,0.021461206,0.088362747,,0.264041773,,3.422098881,3.213255354,3.125657463,3.08582176,2.9269323,3.144077515
37,0.54037869,65078.97563,32800.56627,,Alamo Community College District,3,TX,78212,9,Two-year (public and private not-for-profit),1,2,1,0,0,57634,5550,0.081574093,,3724.7588,,30986.586,0.024150413,0.07239721,0.51685667,0.006456318,2.1306818,13.778409,28.030304,20.454546,4.971591,15.056818,3.5511363,12.026515,,0.538854241,0.248898745,0.089091055,0.062637476,,0.112798918,,3.06708223,2.98366255,2.87833675,2.73640666,2.75652104,2.90168213
2885,0.59689921,90997.46875,115474.4401,www.acphs.edu/,Albany College Of Pharmacy And Health Sciences,1,NY,12208,8,Nonselective four-year private not-for-profit,2,1,0,0,0,1078,30131,0.723484848,1165,25442,0.366,110600,0.092943199,0.029259896,0.018932875,0.020654045,0,0,100,0,0,0,0,0,0.634,0.595562226,0.004413666,0.581656781,0.717783505,0.531914894,0.623600527,0.611918134,1.348013128,1.613360733,1.628965156,1.50639099,1.431838923,1.504417828
1544,0.63595647,54718.25916,34497.28754,www.potentialrealized.org/,Albany State University,3,GA,31705,5,Selective public,1,1,1,1,0,3660,5192,0.424920128,880,12026,0.80080003,32700,0.000639182,0.9533397,0.0035155,0.0035155,3.3132532,17.168674,22.289156,0,16.26506,6.3253012,34.638554,0,0.19919997,0.634749029,0.015575354,0.081917281,0.413062811,0.185410334,0.308048735,0.150885328,2.86294972,2.83195255,2.735920165,2.716652105,2.795746915,2.794776425
5601,0.62720001,43728.09115,19887.24089,www.albanytech.edu,Albany Technical College,3,GA,31701,9,Two-year (public and private not-for-profit),1,2,1,0,0,3894,4746,0.410488246,,186,,22000,0.004500818,0.65711945,0.00613748,0,0,25.094339,17.169811,0,0.3773585,1.3207548,0,56.037735,,0.625963526,0.016586909,0.072980122,0.398333364,,0.02956534,,3.617451763,3.473345805,3.264355227,3.516738371,3.076426391,3.497708387
1374,0.67,89400.36429,46223.49183,www.albertus.edu,Albertus Magnus College,1,CT,6511,6,Selective private,2,1,0,0,0,1278,28930,0.606299213,,21573,0.3179,52200,0.009491904,0.18816304,0.074818537,0.004466778,2.3980815,72.422066,0,8.8729019,0.95923263,1.1990408,14.148682,0,0.6821,,0.005278242,0.557590574,0.598181671,,0.532599492,0.66292015,2.18529349,2.66011495,2.682161315,2.346538325,2.159950294,2.41627292
2235,0.56407034,159765.401,59085.63802,www.albion.edu,Albion College,2,MI,49224,6,Selective private,2,1,0,0,0,1307,37300,0.736,1130,18614,0.43610001,45100,0.021639343,0.021639343,0.007213115,0.006557377,23.270439,0,0,0.3144654,0.3144654,24.213837,51.886791,0,0.56389999,0.56262447,0.005403606,0.7253126,0.730556701,0.489361702,0.463002164,0.537588782,2.540553392,2.317516902,2.34803636,2.299033968,2.050257347,2.179298344
3229,0.59023356,139372.1685,53178.0486,www.albright.edu,Albright College,1,PA,19612,6,Selective private,2,1,0,0,0,2349,38220,0.537109375,,19711,0.37689999,48500,0.023726853,0.068865739,0.027777778,0.046875,8.152174,35.054348,0,6.25,0,14.945652,35.597824,0,0.62310001,0.588874467,0.009908052,0.743747996,0.527565238,,0.488804215,0.600360515,2.419279235,2.43601557,2.44510546,2.023865119,2.067613308,2.196417583
3806,0.6322751,68810.9659,40454.07528,blue.ab.edu/,Alderson Broaddus University,3,WV,26416,6,Selective private,2,1,0,0,0,1052,22740,0.45751634,960,13431,0.5679,43400,0.031746034,0.038961038,0.008658009,0.008658009,4.2553191,6.3829789,53.19149,2.8368795,0,24.822695,8.5106382,0,0.4321,0.631055449,0.00430127,0.433552421,0.44633111,0.282674772,0.341095117,0.397836908,2.85260902,2.94958431,2.384180195,2.365117846,2.301069335,2.56222979
2668,0.52639294,133071.2606,51684.43148,www.alfred.edu,Alfred University,1,NY,14802,6,Selective private,2,1,0,0,0,1960,26106,0.621621622,1055,11715,0.30199999,42300,0.012490815,0.05143277,0.040411461,0.020573108,8.333333,29.513889,0.69444442,4.8611112,3.8194444,18.75,34.027779,0,0.69800001,0.524822104,0.00822645,0.501001924,0.613820006,0.398176292,0.300733841,0.679779455,2.82647081,2.492641545,2.222713752,2.192379818,2.259145965,2.299585905
1111,0.5262295,76983.84115,33651.39258,www.hancockcollege.edu/,Allan Hancock College,4,CA,93454,9,Two-year (public and private not-for-profit),1,2,1,0,0,10885,1346,0.268689057,,4884,,29500,0.048802644,0.033278283,0.27704376,0.001651528,6.3626723,9.1198301,19.088017,35.737011,20.572641,4.9840932,2.2269354,1.9088017,,0.524658122,0.046808198,0.004849311,0.253610481,,0.140064917,,3.05336057,3.06584137,2.97015152,2.82697691,2.78535836,2.93025677
2057,0.59288889,66930.82031,33101.39779,www.allegany.edu,Allegany College Of Maryland,3,MD,21502,9,Two-year (public and private not-for-profit),1,2,1,0,0,3191,6420,0.180672269,,8180,,30900,0.003858025,0.032407407,0.008873457,0,0,21.311476,38.797813,22.040073,3.6429873,6.7395263,2.9143898,4.5537343,,0.591538604,0.013547921,0.106524527,0.163778914,,0.217588672,,3.12196791,2.95693141,2.93828578,2.72617039,2.80539536,2.90957816
3230,0.50517839,142412.0833,59176.89974,www.allegheny.edu,Allegheny College,1,PA,16335,6,Selective private,2,1,0,0,0,2161,40660,0.791738382,1160,17619,0.3513,49200,0.013655462,0.023109244,0.011029412,0.014180672,14.975845,0,0,0.9661836,0,37.68116,46.376812,0,0.6487,0.503537191,0.00909535,0.792641872,0.787444328,0.525835866,0.43959921,0.627505029,2.426946104,2.331687766,2.057216961,2.15174133,1.976834092,2.085455176
1901,0.57290018,74845.65544,31134.31924,www.allencc.edu,Allen County Community College,2,KS,66749,9,Two-year (public and private not-for-profit),1,2,1,0,0,2852,2784,0.228571429,,4287,,29300,0.009146341,0.035569105,0.019308943,0.008130081,4.0880504,13.207547,37.421383,18.238995,0.94339621,9.7484274,15.72327,0.62893081,,0.571483597,0.012082463,0.033664636,0.212665685,,0.126023144,,3.18278756,3.020213,2.92706763,2.76421643,2.66980245,2.89165763
2236,0.56097561,120659.526,52926.63542,www.alma.edu,Alma College,2,MI,48801,6,Selective private,2,1,0,0,0,1419,34585,0.611764706,1023,14985,0.32089999,44700,0.012065294,0.015613911,0.017743081,0.013484741,16.245487,14.440434,9.386282,0,0,27.075813,32.851986,0,0.67910001,0.559519476,0.005887769,0.670908144,0.603759854,0.359270517,0.377646063,0.659739161,2.69915866,2.55910218,2.38573771,2.5131915,2.000962084,2.30057174
2237,0.46733668,68727.44271,33374.47656,www.alpenacc.edu,Alpena Community College,2,MI,49707,9,Two-year (public and private not-for-profit),1,2,1,0,0,1712,5880,0.272277228,,1688,,27700,0.003777658,0.005396654,0.004856989,0.002698327,0.96463019,15.434084,18.006432,16.398714,9.3247595,10.289389,14.469454,15.112539,,0.465569969,0.007154375,0.095703751,0.257272634,,0.064893217,,3.127546896,2.9972936,2.74921446,2.569544265,2.44449336,2.77613853
30321,0.55737704,48751.51172,21611.27799,www.altamahatech.edu,Altamaha Technical College,3,GA,31545,9,Two-year (public and private not-for-profit),1,2,1,0,0,1244,,0.52866242,,4734,,21800,0.003603604,0.30810812,0.02972973,0,0,17.667845,15.90106,0,0,7.0671377,0,59.363956,,0.55590897,0.005131264,,0.51894412,,0.136536833,,3.527421403,3.359581686,3.69221344,3.15844834,3.032491678,3.457722743
3233,0.62440568,94909.35131,43508.2672,www.alvernia.edu,Alvernia University,1,PA,19607,6,Selective private,2,1,0,0,0,2371,30080,0.513245033,970,22382,0.2238,42600,0.01674808,0.079553388,0.03349616,0.003489183,0,29.896908,30.584192,0.68728524,9.6219931,11.340206,17.869415,0,0.7762,0.623159928,0.010003156,0.580634819,0.503208848,0.294832827,0.551627623,0.762697482,2.297717915,2.56048392,2.505096085,2.274799676,2.322514755,2.379053155
3832,0.99792963,76471.00966,36851.64361,www.alverno.edu,Alverno College,2,WI,53234,6,Selective private,2,1,0,0,0,1862,24434,0.385185185,,13140,0.2113,37400,0.021017699,0.25829646,0.082411505,0.005530973,6.1068702,30.152672,16.412214,1.1450381,3.0534351,5.7251906,37.404579,0,0.7887,0.997922763,0.007802807,0.467497595,0.372508591,,0.334250635,0.775951644,2.88012735,2.7772393,2.657408695,2.677908365,2.603985135,2.71177691
3539,0.55083907,95668.52346,41147.06572,www.alvincollege.edu,Alvin Community College,3,TX,77511,9,Two-year (public and private not-for-profit),1,2,1,0,0,5118,2566,0.123595506,,6638,,33000,0.012824011,0.08376535,0.17135061,0.004365621,0.20533881,18.891171,15.811089,21.971252,5.1334705,26.694046,1.8480493,9.4455853,,0.549349316,0.021878121,0.029296249,0.10552531,,0.181319974,,2.96005292,2.89777221,2.79224742,2.55543103,2.49025898,2.66562288
3540,0.55084938,70729.86157,34715.9641,www.actx.edu,Amarillo College,3,TX,79109,9,Two-year (public and private not-for-profit),1,2,1,0,0,10873,2898,0.152941176,,5234,,31300,0.034789838,0.035264783,0.18701021,0.004274519,3.4744842,9.771987,37.676437,8.6862106,6.7318134,18.023888,1.3029315,14.332248,,0.54935966,0.046756323,0.035949022,0.135476046,,0.148297112,,3.18701749,2.85924554,2.79689673,2.76837495,2.60412581,2.84034597
22418,0.82431054,55879.31641,27716.02799,www.americancareer.com,"American Career College of Los Angeles, CA",4,CA,90004,11,Two-year for-profit,3,2,0,0,0,3736,,0.619444444,,25014.313,,29800,0.10701374,0.33044106,0.44757771,0,0,0,100,0,0,0,0,0,,0.823727822,0.015903894,,0.611597938,,0.61354109,,3.254916088,3.165320499,3.11657277,3.11315517,2.48724978,3.155700316
3963,0.71465629,77755.57664,41033.30139,www.aib.edu,American Institute Of Business,2,IA,50321,8,Nonselective four-year private not-for-profit,2,1,0,0,0,1019,15666,,,10531,0.31130001,37200,0.017142856,0.014857143,0.010285715,0,0,83.59375,0,0,0,16.40625,0,0,0.68869999,0.713709876,0.004158615,0.291800256,,,0.272885502,0.669918337,2.708813605,2.71668349,2.43032987,2.522777495,2.274740358,2.517278035
21136,0.58985066,62196.20024,28537.0965,,American Intercontinental University,2,IL,60173,10,Four-year for-profit,3,1,0,0,0,11719,11728.398,0.186132682,,17288.162,,43000,0.038292844,0.36411294,0.13203038,0.017985897,0,76.08696,0,0,0,23.913044,0,0,,0.588490297,0.050413484,0.212896722,0.169351913,,0.431817716,,3.28442543,3.23285625,3.13609873,3.10613204,2.91098494,3.17283299
2114,0.50483561,79213.42305,42553.7961,www.aic.edu,American International College,1,MA,1109,6,Selective private,2,1,0,0,0,1513,30940,0.448717949,880,18044,0.32210001,42400,0.014519056,0.20871143,0.055353902,0.049909256,0.729927,24.087591,32.48175,8.3941603,9.4890509,5.4744525,19.343065,0,0.67789999,0.503193274,0.00629412,0.597867906,0.437351308,0.185410334,0.449595446,0.658466741,2.7972711,2.71228058,2.45437541,2.124111485,2.295734905,2.43788112
7572,0.65619224,115011.5703,32574.36523,www.amda.edu,American Musical & Dramatic Academy,1,NY,10023,8,Nonselective four-year private not-for-profit,2,1,0,0,0,1365,32620,,,29726,0.73970002,25300,0.027303753,0.073378839,0.059726961,0.12286689,100,0,0,0,0,0,0,0,0.26029998,0.655051916,0.005654333,0.631532542,,,0.724362593,0.215671683,3.07723865,3.05224648,3.077886075,3.01268298,2.9532075,3.014252
3726,0.81465137,43873.0047,19313.49526,www.ncbt.edu,American National University,3,VA,24153,10,Four-year for-profit,3,1,0,0,0,2443,11550,0.391513057,,19723.502,,22400,0.012219959,0.23625255,0.005702648,0.008961303,0,48.913044,35.434784,0,0,15.652174,0,0,,0.814036615,0.010314403,0.209321898,0.378966934,,0.489098269,,3.5927419,3.593367113,3.44116799,3.351579814,3.37895425,3.518116415
1434,0.63553941,305748.2662,67366.26089,www.american.edu,American University ,3,DC,20016,4,Highly selective private,2,1,0,0,0,7340,41833,0.799844237,1245,24281,0.56879997,55900,0.038940538,0.069286093,0.046833888,0.13576566,5.4894786,18.572735,0,5.3979874,6.9533396,6.1299176,57.456539,0,0.43120003,0.634330585,0.031483571,0.816147002,0.795717314,0.629179331,0.59629316,0.39688264,2.66956298,2.102795086,2.093795195,1.998865202,2.016436653,2.050522435
2115,0.48417452,440985.7169,104541.7443,www.amherst.edu,Amherst College,1,MA,1002,2,Other elite schools (public and private),2,1,0,0,0,1785,48526,0.957805907,1449,1936,0.85720003,56800,0.11209439,0.07846608,0.068436578,0.041297935,30.985916,0,0,5.6338024,4.9295774,22.535212,35.915493,0,0.14279997,0.482463656,0.007469945,0.950264508,0.956935926,0.877203647,0.070726315,0.091082549,2.35333553,1.813174013,1.98655607,2.06576572,1.837556348,1.894137302
1784,0.56430447,72471.06687,29541.68824,www.ancilla.edu,Ancilla Domini College,2,IN,46513,9,Two-year (public and private not-for-profit),2,2,0,0,0,424,13730,0.101796407,,14637,,29200,0.00422833,0.027484143,0.031712472,0.006342495,1.3888888,26.388889,1.3888888,29.166666,9.7222223,15.277777,16.666666,0,,0.562859377,0.001586499,0.253005771,0.083276745,,0.369460909,,3.461469348,2.92839086,3.071166554,2.90498572,2.47612714,2.95629126
1785,0.57652301,116464.4859,40006.88166,www.anderson.edu,"Anderson University of Anderson, IN",2,IN,46012,6,Selective private,2,1,0,0,0,2016,26850,0.567849687,1030,20389,0.44549999,35900,0.00430622,0.042583734,0.008133971,0.009090909,10,22.058823,6.4705882,2.647059,14.705882,7.352941,36.764706,0,0.55450001,0.575118443,0.008468532,0.515910548,0.558939371,0.367781155,0.504751153,0.527621674,3.16882614,2.78220527,2.71547911,2.67486744,2.63921237,2.70808446
3418,0.62037039,89558.53371,34404.90461,www.andersonuniversity.edu,"Anderson University of Anderson, SC",3,SC,29621,8,Nonselective four-year private not-for-profit,2,1,0,0,0,2652,23750,0.413793103,1010,15131,0.34979999,32800,0.009298999,0.12017167,0.006437768,0.007868383,21.153845,34.615383,1.2820513,12.179487,0,1.9230769,28.846153,0,0.65020001,0.619111254,0.011217886,0.453791279,0.401706363,0.343465046,0.381080064,0.629095539,2.695257164,2.86604281,3.03264772,2.85092721,2.67200603,2.84351811
2238,0.52664977,101521.1542,46482.13356,www.andrews.edu,Andrews University,2,MI,49104,6,Selective private,2,1,0,0,0,1905,26262,0.603603604,1075,16210,0.62489998,36000,0.088709675,0.20276497,0.087557606,0.14112903,20.256411,11.282051,14.871795,1.0256411,4.6153846,30.512819,15.897436,1.5384617,0.37510002,0.525079786,0.007988691,0.504127926,0.595430482,0.422492401,0.406458745,0.33739795,2.80177825,2.78986455,2.75223564,2.59263576,2.342062815,2.62235846
6661,0.59120458,55254.5624,31710.93146,www.angelina.edu,Angelina College,3,TX,75902,9,Two-year (public and private not-for-profit),1,2,1,0,0,5490,3330,0.090523338,,5372,,26900,0.007706256,0.14551224,0.080009066,0,0.25252524,17.676767,36.363636,6.060606,13.636363,9.090909,6.3131313,10.60606,,0.589848708,0.023486234,0.044605643,0.071771242,,0.151542949,,3.404903937,3.07463653,3.03357193,2.82390763,2.69142438,3.07262787
3541,0.55321103,79315.0784,44097.48286,www.angelo.edu,Angelo State University,3,TX,76909,5,Selective public,1,1,1,0,0,5473,6702,0.297486034,965,9452,0.19509999,38000,0.01039321,0.051966049,0.195912,0.011778971,7.1100917,19.495413,9.4036694,1.3761468,0.3440367,14.908257,47.362385,0,0.80490001,0.551729143,0.023412745,0.112175377,0.283001209,0.288753799,0.247506821,0.793129049,2.80145671,2.62340113,2.54857534,2.447682125,2.33036641,2.52484503
2117,0.69125682,108239.2152,45918.44709,www.annamaria.edu,Anna Maria College,1,MA,1612,6,Selective private,2,1,0,0,0,1143,34060,0.468992248,,20412,0.2244,42400,0.016311167,0.027603513,0.03136763,0.015056462,3.4653466,20.79208,11.386139,2.4752476,49.009899,0.49504951,12.376238,0,0.7756,0.690232796,0.004694653,0.660387945,0.458043635,,0.505292125,0.762061282,2.203014544,2.48210017,2.481840485,2.47124055,2.21240466,2.37281077
2058,0.53545672,105564.4282,39562.56931,www.aacc.edu,Anne Arundel Community College,3,MD,21012,9,Two-year (public and private not-for-profit),1,2,1,0,0,16463,6650,0.156218905,,12448,,38800,0.029419268,0.11631664,0.022957232,0.007312303,0.92748737,26.053963,12.816189,46.205734,4.5531197,4.3844857,0.84317034,4.2158518,,0.533915946,0.07092125,0.111133376,0.138821357,,0.31797441,,2.94718525,2.8773185,2.76525533,2.61189762,2.54171291,2.66754125
1113,0.53972697,71043.66439,32210.8752,www.avc.edu,Antelope Valley College,4,CA,93536,9,Two-year (public and private not-for-profit),1,2,1,0,0,14262,1104,0.2864222,,5395,,27000,0.0560349,0.14561318,0.21289384,0,0.71633238,17.90831,11.747851,46.131805,3.5816619,7.0200577,3.7249284,9.169054,,0.53820036,0.06140658,0,0.271709256,,0.152083921,,3.43130041,3.11799488,3.05024787,2.84938905,2.86556835,3.03882247
24,0.68039256,51869.36068,25831.5,,Anthem College And The Bryman School Of Arizona,4,AZ,85014,10,Four-year for-profit,3,1,0,0,0,7288,,0.744048539,,25689.775,,27638.09,0.028368793,0.22466254,0.24090597,0,0,0,68.862541,0,0,21.080368,0,10.057093,,0.679332502,0.031258781,,0.738771189,,0.629428333,,3.338968366,3.163519344,3.135523016,3.19092665,2.94502646,3.195056635
111,0.2760095,75983.0101,37753.19338,,Anthem Institute,1,NJ,7306,12,Less than two-year schools of any type,3,3,0,0,0,1724,,0.624161074,,25091.047,,47330.859,0.10302321,0.10376459,0.097768784,0.019081859,0,4.6198616,0,0,0.14550745,94.834488,0,0.4001455,,0.273608205,0.007206249,,0.616411818,,0.615345917,,3.11277532,3.01203354,2.73391517,2.5523809,2.57954707,2.80242083
12891,0.72495091,50262.57463,21783.69402,www.antonellic.com,Antonelli College,3,MS,39232,11,Two-year for-profit,3,2,0,0,0,921,15980,0.24742268,,22153.051,,22700,0.007905139,0.46508563,0.005270092,0.007905139,27.411167,1.5228426,20.812183,0,0,28.93401,21.319798,0,,0.724038641,0.003734973,0.298092337,0.231905622,,0.546242615,,3.538316388,3.578964918,3.291048108,3.245698357,3.14142159,3.418107348
2906,0.52059871,139395.6926,44408.51292,www.appstate.edu/,Appalachian State University,3,NC,28608,5,Selective public,1,1,1,0,0,16025,6553,0.685714286,1150,6845,0.36770001,36600,0.009081902,0.029474901,0.009494716,0.005861955,13.205129,21.581198,5.2991452,5.8119659,5.8547006,8.4188032,39.82906,0,0.63229999,0.519008656,0.069027826,0.109189644,0.679234168,0.513677812,0.186188729,0.610115557,2.82825403,2.590155475,2.58915655,2.46970169,2.39487118,2.47619023
2239,0.64645308,129991.2852,43822.48671,www.aquinas.edu,Aquinas College,2,MI,49506,6,Selective private,2,1,0,0,0,1863,27906,0.595588235,,10730,0.28650001,38100,0.011380505,0.043542802,0.023750618,0,14.649681,24.522293,0,17.197453,0,11.464968,32.165604,0,0.71349999,0.645280453,0.00780713,0.537071177,0.587249848,,0.277566093,0.696214594,2.98974389,2.81564468,2.550374285,2.49087552,2.36306235,2.49420798
1346,0.51102829,110998.934,35661.73582,www.arapahoe.edu,Arapahoe Community College,4,CO,80160,9,Two-year (public and private not-for-profit),1,2,1,0,0,11621,3392,0.17920354,,6560,,35200,0.028509952,0.02084454,0.076519631,0.022458311,7.3972602,14.931507,30.136986,22.876713,19.178082,2.6027398,0,2.8767123,,0.509406493,0.049989841,0.045848028,0.162279901,,0.17948537,,3.07444539,2.9036538,2.91906072,2.77964558,2.78975027,2.83885749
3235,0.74433655,148066.9625,51423.2423,www.arcadia.edu,Arcadia University,1,PA,19038,6,Selective private,2,1,0,0,0,2453,38160,0.605042017,1100,21046,0.40310001,43700,0.031384617,0.12246154,0.020923076,0.026461538,15.105741,11.178247,5.7401814,6.0422959,0,18.731117,43.202415,0,0.59689999,0.743488578,0.010357632,0.742545688,0.596898553,0.452887538,0.520204158,0.57257977,2.414860468,2.287362625,2.34283391,2.32938489,2.17899506,2.276533405
