super_opeid,female,par_mean,k_mean,name,region,state,zip,tier,tier_name,type,iclevel,public,barrons,exp_instr_pc_2000,exp_instr_pc_2013,hbcu,flagship,ipeds_enrollment_2013,ipeds_enrollment_2000,sticker_price_2013,sticker_price_2000,grad_rate_150_p_2013,grad_rate_150_p_2002,sat_avg_2013,sat_avg_2001,scorecard_netprice_2013,scorecard_rej_rate_2013,scorecard_median_earnings_2011,endowment_pc_2000,exp_instr_2012,exp_instr_2000,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000,enrollment_norm,price_norm,grad_norm,sat_norm,female_norm,netprice_norm
2183,0.62080634,107859.3629,46548.66707,Bridgewater State University,1,MA,2325,5,Selective public,1,1,1,4,2786.1201,4082.5894,0,0,9615,8839,8353,2954,0.57511283,0.47012987,990,1010,14019,0.214,41500,2.6021044,45593410,26340868,0.009039548,0.035875708,0.015677966,0.018079096,9.3936806,14.175918,3.4158838,7.3441505,3.4158838,8.7959013,51.665245,1.793339,0.041318134,0.145258897,0.56635227,0.319148936,0.61954865,0.354925205
3670,0.54861033,197843.0225,49451.4904,Brigham Young University,4,UT,84602,6,Selective private,2,1,0,3,8387.7588,11580.967,0,0,27765,32554,5000,2940,0.779666453,0.710933186,1260,,9848,0.50580001,57400,,372395576,263843808,0.023005929,0.002627324,0.022601726,0.030955268,13.844872,18.487629,1.5429524,14.595496,0.98693353,18.306923,31.192661,1.0425354,0.119778495,0.078069894,0.775123493,0.647416413,0.547113184,0.256820962
1606,0.57452577,120099.5234,35057.53516,Brigham Young University - Hawaii,4,HI,96762,6,Selective private,2,1,0,3,8653.9766,10795.642,0,0,2882,2353,4940,2988,0.47029703,0.428961749,1070,,8239,0.63959998,39400,,32273000,21049412,0.15384616,0.003399915,0.014449638,0.38419038,9.6566525,23.60515,0,8.1545067,3.6480687,22.961374,31.974251,0,0.01221215,0.076867586,0.459375319,0.416413374,0.573114579,0.218976385
1625,0.57198519,124229.6447,35954.58452,Brigham Young University-Idaho,4,ID,83460,8,Nonselective four-year private,2,1,0,999,5046.7085,5129.917,0,0,27692,8949,3950,2430,0.597096189,,1020,1045,5154,0.0037,39000,,107558000,44557800,0.014750252,0.002234887,0.018102581,0.025477707,8.9539003,15.130024,9.3971634,40.69149,2.3936169,9.1903076,13.179669,1.0638298,0.119462925,0.057029497,0.588788894,0.3556231,0.570565572,0.146415467
2176,0.57198793,76552.47119,34067.53657,Bristol Community College,1,MA,2720,9,Two-year (public and private not-for-profit),1,2,1,999,2308.835,2780.0781,0,0,9335,6054,4178,1656,0.173213136,0.233587786,,,4734,,27900,,24372488,16295157,0.010736703,0.03666997,0.021638585,0,0.91743118,18.807341,19.418961,21.712538,10.397553,12.844037,8.7155962,7.1865444,0.040107726,0.061598269,0.156165984,,0.570568321,0.136536833
8404,0.47508511,112528.4516,40098.18297,Brookdale Community College,1,NJ,7738,9,Two-year (public and private not-for-profit),1,2,1,999,2151.2417,3183.7886,0,0,14360,11552,6384,4950,0.214005236,0.178645833,,,4858,,32900,,44312127,25562096,0.043369114,0.086305402,0.055488229,0.009695291,0.33305579,23.563698,11.074105,22.98085,8.5761862,7.9100747,23.064114,2.4979184,0.061830223,0.105803142,0.197799159,,0.473344099,0.139453382
22188,0.82119203,40820.67815,19864.06908,Brookline College,4,AZ,85021,10,Four-year for-profit,3,1,0,999,27146.223,10716.058,0,0,1743,646,,,0.428571429,,,,23898.947,,22300,,17635900,7332935,0.024238802,0.099724345,0.33624813,0,0,43.496674,30.066545,0,13.793103,12.643678,0,0,0.007288384,,0.416789397,,0.820598969,0.587307061
1123,0.47634912,161301.604,35938.51075,Brooks Institute,4,CA,93101,10,Four-year for-profit,3,1,0,999,4788.6206,5861.5151,0,0,492,670,20112,16260,0.365384615,,,,26746,0.02,29100,,4319584,3393376,0.074766353,0.004672897,0.042056076,0,100,0,0,0,0,0,0,0,0.001880455,0.380891311,0.352299762,,0.474612301,0.654271333
2862,0.51482153,76614.34586,31871.51352,Broome Community College,1,NY,13905,9,Two-year (public and private not-for-profit),1,2,1,999,3094.0286,4413.5542,0,0,5894,5663,4695,2551,0.264857881,0.283114257,,,3813,,31000,,25866377,17665796,0.004591206,0.008299488,0.004414621,0.020837013,0,24.704493,19.858156,28.605202,8.5106382,13.94799,3.427896,0.9456265,0.025232679,0.07195816,0.249700312,,0.513212315,0.1148744
1500,0.55082887,77850.61707,33781.99516,Broward College,3,FL,33301,7,Nonselective four-year public,1,1,1,999,1693.5043,1991.3456,0,0,43883,27389,2542,1418,,0.33908046,,,7697,,33400,906.11414,81577260,47147172,0.034721967,0.25824237,0.19825478,0.06225127,0.56642634,5.3553038,20.288363,65.345009,3.5530381,3.6560247,0,1.2358394,0.189454755,0.028815325,,,0.549339082,0.206228243
7351,0.3162339,91665.34103,33721.19906,Brown College,2,MN,55120,10,Four-year for-profit,3,1,0,999,3259.6169,4852.7944,0,0,381,2179,14084.126,,0.481058683,,,,15532.173,,33700,,1986704.157,11032000,0.084442407,0.059660394,0.022946306,0,0,1.8691589,0,0,0,65.654205,32.476635,0,0.001400615,0.260101916,0.470358862,,0.313966019,0.390515876
3401,0.5372718,542890.8085,106812.8054,Brown University,1,RI,2912,1,Ivy Plus,2,1,0,1,18139.984,28680.811,0,0,6455,7723,47434,26184,0.945159106,0.94622192,1440,1390,5234,0.90820003,59700,,234662000,134329904,0.14314148,0.060208991,0.060374856,0.067009456,20.573566,6.608479,1.6832918,7.9800501,2.1197007,29.862843,31.17207,0,0.027657818,0.928382494,0.944028366,0.866261398,0.535737046,0.148297112
21707,0.62378168,57462.2127,22514.96486,Brunswick Community College,3,NC,28422,9,Two-year (public and private not-for-profit),1,2,1,999,5183.8789,5742.4541,0,0,1809,924,2404,941,0.237288136,0.337931034,,,7157,,22000,,8334867,3971936,0.003246753,0.21428572,0.004329004,0.001082251,0,15.131579,30.263159,17.763159,14.473684,14.473684,0,7.8947368,0.007573694,0.026050016,0.221562118,,0.622533858,0.193527143
3536,0.6014151,141063.2931,35974.7884,Bryan College,3,TN,37321,6,Selective private,2,1,0,4,3001.0544,3321.4187,0,0,1573,613,22200,11700,0.615384615,0.544715447,1040,1105.5,10968,0.62379998,35500,,5766378,1722608.875,0.004893964,0.022838499,0.013050571,0.021207178,9.3457947,23.364487,4.6728973,5.6074767,14.018692,7.4766355,35.514019,0,0.006553494,0.422731645,0.607454401,0.37993921,0.600093094,0.283163985
3402,0.39951575,158784.901,86597.0026,Bryant University,1,RI,2917,6,Selective private,2,1,0,3,5255.4395,8427.4434,0,0,3287,3373,38574,,0.819787986,0.642725599,,1090,26524,0.23450001,61900,,28593000,17849502,0.026197862,0.032057911,0.025853153,0.043088589,0,76.481483,0,1.2962962,0,20.370371,1.8518518,0,0.013962918,0.750841616,0.816072274,,0.397524094,0.649049769
3237,0.99623114,222398.8616,53655.57523,Bryn Mawr College,1,PA,19010,2,Other elite schools (public and private),2,1,0,1,13127.826,24117.848,0,0,1328,1784,45540,24160,0.840909091,0.821727019,1320,1290,14097,0.60079998,50400,,37616000,23805770,0.1664212,0.03976436,0.027982326,0.076583214,30,0,0,2.5806451,0,27.419355,40,0,0.005494387,0.890429625,0.837628866,0.720364742,0.99621864,0.356759808
3238,0.49595469,296115.8312,100204.6075,Bucknell University,1,PA,17837,2,Other elite schools (public and private),2,1,0,1,10042.696,17158.783,0,0,3532,3592,48498,23839,0.907553551,0.880446927,1305,1285,19934,0.70490003,68800,,59365000,32752970,0.049375545,0.030206215,0.031948883,0.016264886,11.360947,19.881657,0,2.9585798,0,34.674557,31.12426,0,0.015022025,0.949703431,0.905647439,0.70212766,0.494282898,0.494049299
3239,0.50630212,102425.6867,36177.71784,Bucks County Community College,1,PA,18940,9,Two-year (public and private not-for-profit),1,2,1,999,2230.4077,3896.7319,0,0,9880,8469,7394,4934,0.124199744,0.147138965,,,6941,,35800,259.36121,40187627,21689992,0.021844374,0.024560161,0.014051246,0.012634314,6.1692972,32.281204,13.055954,11.908178,9.7560978,7.030129,18.794836,1.0043042,0.042463699,0.126042001,0.106142007,,0.504664648,0.188446702
1847,0.5401997,89198.67847,49346.61178,Buena Vista University,2,IA,50588,6,Selective private,2,1,0,4,5055.1987,7164.8823,0,0,2293,2732,30406,17226,0.526548673,0.54340836,912.5,,15368,0.30450001,38100,,17121148,13070189,0.007607455,0.004564473,0.010270065,0.00684671,1.5189873,38.987343,0,12.025316,1.6455696,2.4050632,43.417721,0,0.009665971,0.587167361,0.51678679,0.224924012,0.538674658,0.386654436
11210,0.54284322,67958.95742,32209.07492,Bunker Hill Community College,1,MA,2129,9,Two-year (public and private not-for-profit),1,2,1,999,2011.2512,2512.95,0,0,14023,6385,3384,1560,0.107762557,0.089588378,,,6927,,33000,,31792421,16252182,0.11589663,0.21973374,0.13453406,0,2.8248587,24.670433,29.566854,13.93597,6.2146893,16.949152,3.3898306,2.448211,0.060373411,0.04568772,0.089365909,,0.541326945,0.188117415
7730,0.50845051,94760.71005,37510.10744,Burlington County College - Pemberton Campus,1,NJ,8068,9,Two-year (public and private not-for-profit),1,2,1,999,1539.9128,1747.1771,0,0,9570,6122,4365,2632,0.218931782,0.138857783,,,5852,,34600,,17309816,8854519,0.030055538,0.16710225,0.043449853,0.023521725,0.5859375,4.8828125,8.3984375,75.195313,7.8125,0.390625,0,2.734375,0.041123604,0.065345463,0.202827283,,0.506820163,0.162832816
3240,0.5,74248.59375,34194.70768,"Butler County Community College of Butler, PA",1,PA,16002,9,Two-year (public and private not-for-profit),1,2,1,999,1863.1129,3479.6516,0,0,3686,2913,6690,3450,0.185810811,0.253859348,,,2483,,29900,,13742130,6041466,0.004119465,0.014074837,0.003776176,0.000343289,4.1666665,41.203705,12.962963,21.064814,1.6203704,6.0185184,9.4907398,3.4722223,0.015687749,0.111934915,0.169023405,,0.498341625,0.083592059
1906,0.54449648,81621.4791,31827.55132,"Butler County Community College of El Dorado, KS",2,KS,67042,9,Two-year (public and private not-for-profit),1,2,1,999,1688.989,2111.1111,0,0,9142,7911,3294,1208,0.225525743,0.211191336,,,7914,,31400,,20428701,12408382,0.029326255,0.071672358,0.039059538,0.062571101,2.1929824,24.707602,14.035088,32.748539,3.5087719,7.6023393,13.450293,1.7543859,0.03927341,0.043884258,0.209557202,,0.542985689,0.211332204
1788,0.63416219,196070.5855,68517.19598,Butler University,2,IN,46208,6,Selective private,2,1,0,3,7829.2744,11543.081,0,0,4051,4168,35652,18230,0.738601824,0.661518662,1170,1165,23041,0.33899999,52400,,52123000,28996042,0.020211162,0.039517347,0.012669683,0.016591253,14.483821,24.653313,14.175654,0,0.46224961,12.172573,34.052387,0,0.017265602,0.692289195,0.733212171,0.537993921,0.632948798,0.56712767
8073,0.47420523,81294.32462,34286.59561,Butte College,4,CA,95965,9,Two-year (public and private not-for-profit),1,2,1,999,2339.6917,2786.0522,0,0,12163,11542,1364,406,0.286071726,0.368159204,,,5177,,29800,47.186188,34305450,24508020,0.040807486,0.022266505,0.10509444,0.019840581,2.9918404,12.87398,10.788758,25.022665,12.783319,10.063463,18.767,6.7089753,0.052332845,0.005210003,0.271351556,,0.4724613,0.14695644
7273,0.55186212,66249.87845,69068.9166,CUNY Bernard M. Baruch College,1,NY,10010,5,Selective public,1,1,1,3,3385.4727,6754.6748,0,0,14082,15698,6561,3350,,,1235,1050,5148,0.75169998,54000,,,,0.23454894,0.20506717,0.19239923,0.090518236,1.8911439,66.051659,0,1.6605166,0.36900368,20.894833,9.1328411,0,0.060628461,0.109349952,,0.617021277,0.550375759,0.146274344
2691,0.561055,45008.48356,34761.37123,CUNY Borough Of Manhattan Community College,1,NY,10007,9,Two-year (public and private not-for-profit),1,2,1,999,2586.1401,4236.6113,0,0,24186,15875,4818,2590,,,,,6051,,34900,,,,0.097637795,0.38381103,0.30696064,0.11212599,0,36.9403,8.5820894,28.624733,8.1556501,9.9680166,7.7292109,0,0.10430689,0.074422892,,,0.559599129,0.167513407
2692,0.55779111,39859.19794,31412.16821,CUNY Bronx Community College,1,NY,10453,9,Two-year (public and private not-for-profit),1,2,1,999,3620.7747,5243.084,0,0,11368,6928,4854,2610,,,,,7369,,31900,,,,0.017754041,0.36518475,0.53204387,0.043013856,3.8140643,25.864124,8.7008343,12.157331,16.090584,14.66031,15.017879,3.6948748,0.048896151,0.075144277,,,0.556324414,0.198513501
2687,0.59425551,81701.99678,53799.11341,CUNY Brooklyn College,1,NY,11210,5,Selective public,1,1,1,4,3783.0244,6696.8579,0,0,13596,15039,6536,3393,,,1085,990,3923,0.68019998,44500,,,,0.090449773,0.28749752,0.10441846,0.0380424,10.530087,18.982807,6.4469914,1.0028653,0,15.830945,47.206306,0,0.058527539,0.10884899,,0.434650456,0.592909757,0.117461661
2689,0.6918084,74827.43685,47546.28142,CUNY Hunter College,1,NY,10065,5,Selective public,1,1,1,4,3489.1755,6699.4121,0,0,16689,20011,6429,3333,,,1160,985,4698,0.70279998,44800,,,,0.13345438,0.19713378,0.22229427,0.057972893,24.931053,6.9498072,10.976282,3.9161613,0,7.7220078,45.504688,0,0.071898222,0.106704873,,0.525835866,0.690786206,0.135690093
2693,0.59527689,56952.99519,49034.96504,CUNY John Jay College Of Criminal Justice,1,NY,10019,5,Selective public,1,1,1,4,3042.1917,6199.8784,0,0,13217,10612,6359,3309,,,970,860,3470,0.6595,43700,,,,0.05084214,0.29992676,0.37734073,0.011612093,0,0,0,0,59.247646,4.937304,35.815048,0,0.056889166,0.10530218,,0.294832827,0.593934525,0.106806849
10051,0.57838142,42930.78843,34091.89267,CUNY Laguardia Community College,1,NY,11101,9,Two-year (public and private not-for-profit),1,2,1,999,3573.2588,4708.0601,0,0,19564,11778,4866,2622,,,,,7314,,33000,,,,0.14620478,0.1945152,0.37366277,0.10027169,0.74738413,31.614349,20.179373,5.381166,0,13.527654,16.816143,11.733932,0.084326516,0.075384739,,,0.576983017,0.19721987
7022,0.67544484,45762.72522,42720.6243,CUNY Lehman College,1,NY,10468,5,Selective public,1,1,1,5,3842.958,7139.103,0,0,9886,8768,6408,3320,,,995,889,2668,0.76719999,41500,,,,0.042473275,0.37330252,0.45333719,0.01502456,8.4421234,11.83638,18.276762,3.2201915,8.2680588,13.141863,36.814621,0,0.042489636,0.106284065,,0.325227964,0.674368372,0.087943362
10097,0.69483566,44877.50819,34179.56223,CUNY Medgar Evers College,1,NY,11225,5,Selective public,1,1,1,5,3780.05,6833.6748,0,0,6491,4614,6332,3282,,,,,7186,0.085900001,35900,,,,0.011053316,0.87407887,0.050715216,0.045513652,0,26.589596,33.718689,8.4778423,3.8535645,7.899807,19.460501,0,0.027813442,0.104761141,,,0.693823506,0.194209239
2690,0.61209625,93543.63791,55617.20726,CUNY Queens College,1,NY,11367,5,Selective public,1,1,1,4,3853.5,6069.6406,0,0,15351,15061,6507,3403,,,1090,1045,3538,0.62980002,48000,,,,0.1753922,0.10397665,0.15113097,0.042411529,13.702624,17.735666,4.2274051,2.0894072,0,11.516035,50.728863,0,0.066114202,0.108267874,,0.440729483,0.61080967,0.108406247
4759,0.68115944,46950.67207,40589.20853,CUNY York College,1,NY,11451,5,Selective public,1,1,1,5,3637.2622,5785.8081,0,0,8261,5357,6396,3292,,,900,805,4087,0.64899999,38200,,,,0.10490946,0.61750978,0.16016427,0.040694419,5.4502368,20.734598,8.6492891,2.7251184,7.3459716,17.772512,37.322273,0,0.035464948,0.106043604,,0.209726444,0.680101926,0.121319033
8611,0.69263458,34486.3548,30712.70613,"CUNY, Hostos Community College",1,NY,10451,9,Two-year (public and private not-for-profit),1,2,1,999,5688.606,6202.4766,0,0,7006,3115,4855,2552,,,,,6675,,29800,,,,0.019582665,0.1916533,0.73194224,0.034991976,0,20.803783,17.257683,31.914894,9.2198582,7.0921984,13.711584,0,0.030039727,0.075164315,,,0.691615126,0.182190234
1124,0.49319521,103351.7815,33680.19711,Cabrillo College,4,CA,95003,9,Two-year (public and private not-for-profit),1,2,1,999,1754.5477,3238.5449,0,0,13666,12807,1358,298,0.274212369,0.350609756,,,6811,,32100,,44870727,24108634,0.044194583,0.012493168,0.20176466,0.009057547,9.3430653,13.576642,11.386861,46.423359,3.7956204,8.9051094,3.9416058,2.6277373,0.058830141,0.005089772,0.259247676,,0.491514265,0.18538903
3241,0.63466668,144233.6016,49354.61884,Cabrini College,1,PA,19087,6,Selective private,2,1,0,4,3456.3787,4842.1592,0,0,1337,2039,29842,16900,0.456140351,0.573221757,890,955,19229,0.2572,42700,,17399349,7093213,0.015921617,0.066135943,0.019595835,0.006736069,3.1941032,39.80344,0,5.8968058,1.7199017,4.1769042,45.208847,0,0.005533293,0.575865662,0.44492675,0.197568389,0.633454961,0.477467306
3351,0.57312924,96076.04173,33441.61844,Cairn University,1,PA,19047,6,Selective private,2,1,0,5,4459.5376,5435.8682,0,0,844,1306,23245,10355,0.675675676,0.576,990,1075,17070,0.4869,32600,,6899876,5913235,0.022316685,0.11052072,0.007438895,0.034006376,69.310349,2.0689654,0,0,14.827586,0,13.793103,0,0.00340211,0.44367185,0.668988577,0.319148936,0.571713417,0.426686424
2598,0.62596601,106866.5621,47623.91517,Caldwell College,1,NJ,7006,6,Selective private,2,1,0,5,2826.76,4436.4697,0,0,1578,2094,30050,13200,0.534482759,0.571428571,950,935,15115,0.3592,46200,,10404863,5162408,0.030911064,0.14587852,0.07537961,0.028741866,13.108614,28.089888,0,0,6.7415729,9.7378273,42.322098,0,0.006575108,0.580033665,0.524884465,0.270516717,0.624725433,0.380703735
4835,0.52700925,89643.4853,26553.32865,Caldwell Community College & Technical Institute,3,NC,28638,9,Two-year (public and private not-for-profit),1,2,1,999,2976.8904,3992.4519,0,0,3933,3191,2380,896,0.20260223,0.175097276,,,17211,,24500,102.92448,16702074,9114612,0.005640865,0.046693828,0.008147916,0.005640865,0,20.852016,27.578476,10.313901,7.3991032,2.2421525,0,31.614349,0.016755502,0.025569093,0.186161039,,0.525440458,0.430002822
1013,0.55225432,81785.55738,29716.87251,Calhoun Community College,3,AL,35671,9,Two-year (public and private not-for-profit),1,2,1,999,1783.5802,2300.2507,0,0,11186,7719,4260,1710,0.133379888,0.100108814,,,3925,,27200,,24720352,13831500,0.01956212,0.18499805,0.013473248,0,1.7015706,3.9267015,18.324608,35.994766,6.8062825,7.329843,0,25.916229,0.048109386,0.063241424,0.115511432,,0.55076926,0.117508703
1125,0.64864862,94525.19923,40537.43385,California Baptist University,4,CA,92504,6,Selective private,2,1,0,4,3298.0015,6776.4922,0,0,5797,2043,29422,10712,0.580777096,0.470319635,970,,20886,0.212,41800,,28788067,5762589,0.026902888,0.042650919,0.10629921,0,7.3319755,13.849287,0,6.7209778,0,15.885947,56.211815,0,0.024813359,0.567449503,0.572133325,0.294832827,0.647483275,0.516440869
1127,0.58221024,160342.7458,37838.00831,California College Of The Arts,4,CA,94107,8,Nonselective four-year private,2,1,0,9,9024.7568,13877.121,0,0,1502,1180,41942,19460,0.61827957,0.442857143,,,25131,0.18430001,,,26364000,9508903,0.12730627,0.025830258,0.065498158,0.076568268,77.586205,0,0,0,0,20.114943,0,2.2988505,0.006246569,0.818331196,0.610409046,,0.580824536,0.616285634
22202,0.38528138,110464.0925,34039.54725,California Culinary Academy,4,CA,94103,11,Two-year for-profit,3,2,0,999,4991.915,5291.2065,0,0,489,1486,14774,,0.623684211,0.725952813,,,17666,,32800,,4495588,5053163,0.11574697,0.025572006,0.076716013,0,0,0,0,0,0,0,0,100,0.001867486,0.273925938,0.615925123,,0.383242512,0.440704676
1131,0.33216783,185591.1348,119502.5455,California Institute Of Technology,4,CA,91125,2,Other elite schools (public and private),2,1,0,1,61970.355,84188.586,0,0,977,1968,43362,19959,0.930735931,0.856481481,1550,1520,9110,0.89450002,74000,,181390000,126484896,0.24865447,0.013993542,0.059203446,0.091496229,0,0,0,0,0,97.524757,2.4752476,0,0.003977054,0.846785829,0.929307806,1,0.329952798,0.23946279
1132,0.45923913,205473.4941,46508.11575,California Institute Of The Arts,4,CA,91355,8,Nonselective four-year private,2,1,0,9,15046.433,19195.721,0,0,995,1212,42276,20090,0.574626866,0.52173913,,,36643,0.7008,32500,,27024803,16937268,0.099496223,0.046599496,0.086901762,0.10957178,100,0,0,0,0,0,0,0,0.004054866,0.825024046,0.565856286,,0.457445562,0.887054285
1133,0.57888889,169644.5575,57255.63568,California Lutheran University,4,CA,91360,6,Selective private,2,1,0,4,4648.2378,7661.8345,0,0,2888,2766,37140,17200,0.700471698,0.703056769,1100,1045,22038,0.51980001,52900,,30512854,13774063,0.04790749,0.017621145,0.11618943,0.036894273,6.5445027,26.96335,0,15.706806,3.6649215,14.921466,32.198952,0,0.012238087,0.722106444,0.694295857,0.452887538,0.57749217,0.543536551
1134,0.15217391,132454.2234,89270.23137,California Maritime Academy,4,CA,94590,5,Selective public,1,1,1,4,10278.56,14168.081,0,0,1045,653,6536,2138,0.587096774,0.533333333,,1080,11371,0.252,81100,1248.8163,14108514,6260755,0.078101069,0.02603369,0.05972435,0.045941807,0,30.434782,0,0,0,39.130436,0,30.434782,0.00427101,0.10884899,0.578583306,,0.149361883,0.29264277
1143,0.46565855,169835.7176,76443.30962,California Polytechnic State University,4,CA,93407,5,Selective public,1,1,1,3,4927.02,7871.0547,0,0,18739,16877,8918,2129,0.697216565,0.644541168,1225,1170,9938,0.68769997,60900,5545.4248,140549816,90506856,0.10499779,0.010020798,0.10827503,0.012037562,7.2778559,19.238365,0,4.6544428,0,54.019745,14.809591,0,0.080760136,0.156580635,0.690973608,0.604863222,0.463886273,0.258937812
1144,0.42013362,98379.03405,58449.62114,"California State Polytechnic University, Pomona",4,CA,91768,5,Selective public,1,1,1,4,4519.5864,5185.8892,0,0,20952,18424,6904,1795,0.523725835,0.401469606,1070,1015,7599,0.47819999,52000,747.54321,109978270,95867624,0.34619129,0.032367975,0.2274276,0.049890485,4.8742747,38.027081,0,7.2340422,0,36.054157,13.810445,0,0.09032668,0.116223148,0.513905749,0.416413374,0.418210348,0.203923229
1150,0.58687133,107518.9904,51314.20331,California State University - Sacramento,4,CA,95819,5,Selective public,1,1,1,4,3892.7927,4847.5874,0,0,26094,25714,6648,1874,0.428510819,0.358166189,940,975,6971,0.30320001,46500,347.30789,135793162,104583264,0.19093502,0.065627769,0.13135386,0.018434765,7.3367376,21.82209,5.751142,10.185434,10.991669,13.894114,30.018812,0,0.112554955,0.111093299,0.416727537,0.258358663,0.585501086,0.189152319
39803,,141960.9635,45810.76172,California State University Channel Islands,4,CA,93012,7,Nonselective four-year public,1,1,1,999,,7229.3672,0,0,4963,,6521,,0.515625,,,,10665,0.35569999,,,34459750,,,,,,,,,,,,,,0.021208073,0.108548413,0.505637887,,,0.276037257
7993,0.64312041,84211.55416,47321.12536,"California State University, Bakersfield",4,CA,93311,5,Selective public,1,1,1,5,3772.8555,4847.1299,0,0,7350,6397,6792,1795,0.394644936,0.397129187,,965,6299,0.33739999,48100,816.68439,40217155,33603736,0.057392389,0.063422747,0.29694322,0.018299023,8.7591238,17.935349,4.2752867,26.485924,6.1522417,9.801877,26.590199,0,0.0315268,0.113978839,0.382163388,,0.64193673,0.173346505
1146,0.56964475,150534.7388,56332.84072,"California State University, Chico",4,CA,95929,5,Selective public,1,1,1,4,4444.6143,5274.6841,0,0,15290,15912,7002,2026,0.560516605,0.470472441,990,1025,9956,0.28389999,45100,1472.6968,85679059,74937512,0.043431364,0.019055152,0.094053358,0.022219026,11.037068,16.201582,6.4556437,18.700542,3.2902956,15.1187,29.196167,0,0.065850506,0.118186919,0.551455092,0.319148936,0.568217369,0.259361182
1141,0.6971935,57771.22737,42627.00179,"California State University, Dominguez Hills",4,CA,90747,5,Selective public,1,1,1,5,3107.5198,4221.8442,0,0,12481,12848,6139,1735,0.293537788,0.349473684,,835,1592,0.4253,42800,225.56219,57941300,41461256,0.10487521,0.28475365,0.31979826,0.015388594,6.1175046,17.565111,18.110237,24.894003,8.7825556,4.2398548,20.290733,0,0.053707522,0.100893716,0.278971557,,0.696189167,0.062635243
1138,0.65980864,104528.7794,55258.10369,"California State University, East Bay",4,CA,94542,5,Selective public,1,1,1,4,5189.7129,5516.5991,0,0,12146,12705,6564,1725,0.380813953,0.409984871,,940,8800,0.31279999,51300,30.060921,77631063,64662704,0.26550284,0.12188069,0.12541501,0.049266361,7.4659643,29.819939,5.665349,17.962231,4.4795785,10.979359,23.627581,0,0.052259356,0.109410067,0.368047231,,0.65868031,0.232171418
1147,0.6037432,93996.48605,50156.2507,"California State University, Fresno",4,CA,93740,5,Selective public,1,1,1,5,4062.8665,4759.4355,0,0,20295,19056,6299,1746,0.485893417,0.433799069,910,940,4281,0.41850001,43200,3203.855,104302454,92750000,0.11840654,0.052553039,0.27541685,0.038668655,8.5068836,16.413696,8.1186018,24.532297,3.8122132,15.70773,22.908577,0,0.087486545,0.104099872,0.475293281,0.221884498,0.602428915,0.125882021
1137,0.61668068,103739.6362,52188.20571,"California State University, Fullerton",4,CA,92831,5,Selective public,1,1,1,4,3200.0391,5044.2593,0,0,33116,28381,6315,1798,0.534653465,0.467455621,1025,980,4449,0.54210001,46500,264.64792,179497359,95393800,0.24421638,0.029035706,0.23468035,0.036219798,11.322424,28.195488,2.3219814,7.7841663,7.3861122,7.5851393,35.40469,0,0.142910253,0.104420487,0.525058691,0.361702128,0.615409306,0.129833474
1139,0.64032125,116773.1328,53931.90846,"California State University, Long Beach",4,CA,90840,5,Selective public,1,1,1,4,4047.2244,5147.689,0,0,30593,30918,6452,1742,0.603289792,0.396259243,1055,980,6048,0.6918,46900,130.49457,188960049,140966112,0.21691249,0.068779074,0.21941717,0.053393234,16.810966,22.871572,6.1808562,9.8124094,6.5897064,12.578163,25.156324,0,0.132003614,0.107165758,0.5951102,0.398176292,0.639128286,0.167442845
1140,0.62447017,52114.62349,44225.55413,"California State University, Los Angeles",4,CA,90032,5,Selective public,1,1,1,4,3301.5615,4761.478,0,0,19589,19593,6348,1724,0.356536503,0.318354912,880,860,3207,0.32480001,44900,,102912171,76012128,0.19961412,0.078658357,0.49421194,0.042297419,10.24,20.719999,5.5999999,5.1999998,12.639999,15.719999,29.879999,0,0.084434588,0.105081757,0.343269215,0.185410334,0.623224632,0.100620943
32603,0.58884299,123045.047,44659.59198,"California State University, Monterey Bay",4,CA,93955,5,Selective public,1,1,1,4,6459.5234,6586.0098,0,0,5306,2624,5963,1855,0.382833787,0.35046729,,980,5334,0.55599999,41500,,32153344,17102308,0.060414027,0.040135194,0.25686523,0.010139417,12.5,10.344828,0,45.689655,3.4482758,6.8965516,21.120689,0,0.022690823,0.097366945,0.370108711,,0.587479285,0.150649167
1153,0.58629012,84829.51677,49244.33341,"California State University, Northridge",4,CA,91330,5,Selective public,1,1,1,5,3663.6963,4898.8613,0,0,33771,29066,6549,1814,0.45751634,0.301761252,915,925,8779,0.53759998,44200,880.79144,170150782,110395376,0.14295216,0.081142202,0.25411254,0.031437058,14.231064,21.44861,6.171895,14.027035,0,9.0028057,35.118591,0,0.145741742,0.10910949,0.44633111,0.227963526,0.584917948,0.231677486
1142,0.64688855,82251.9873,45793.71725,"California State University, San Bernardino",4,CA,92407,5,Selective public,1,1,1,4,4145.6367,4979.7295,0,0,16191,14909,6550,1733,0.411231884,0.390022676,890,910,4967,0.41690001,45500,,93485263,69234112,0.078555435,0.10396184,0.28005451,0.030857587,7.9963236,23.391544,3.7224264,22.840073,5.46875,6.8933821,29.6875,0,0.069745425,0.109129529,0.399092335,0.197568389,0.645717368,0.142017123
