super_opeid,female,par_mean,k_mean,name,region,state,zip,tier,tier_name,type,iclevel,public,barrons,exp_instr_pc_2000,exp_instr_pc_2013,hbcu,flagship,ipeds_enrollment_2013,ipeds_enrollment_2000,sticker_price_2013,sticker_price_2000,grad_rate_150_p_2013,grad_rate_150_p_2002,sat_avg_2013,sat_avg_2001,scorecard_netprice_2013,scorecard_rej_rate_2013,scorecard_median_earnings_2011,endowment_pc_2000,exp_instr_2012,exp_instr_2000,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000,enrollment_norm,price_norm,grad_norm,sat_norm,female_norm,netprice_norm
30955,0.79878789,35390.3968,24916.149,ASA Institute Of Business & Computer Technology,1,NY,11201,11,Two-year for-profit,3,2,0,999,1961.1664,3643.3179,0,0,4711,1432,12298,,0.316260567,0.592128801,,,22011,,26400,,12291059,1417345,0.11801676,0.081703909,0.073324025,0.071229048,0,6.6037736,11.425576,0,0,81.97065,0,0,0.020118706,0.224310676,0.302162847,,0.79812052,0.542901496
3537,0.55961841,138760.9698,50874.14613,Abilene Christian University,3,TX,79699,6,Selective private,2,1,0,3,4572.1567,7046.2036,0,0,3727,4739,29450,10910,0.56561086,0.54454343,1075,1100,20836,0.51059997,40200,,30223039,20684050,0.007326873,0.05766958,0.05672418,0.039943274,10.785619,22.50333,5.0599203,9.7203732,8.7882824,11.318242,31.691078,0.13315579,0.015864988,0.56801058,0.556654383,0.422492401,0.558157775,0.515264841
1541,0.44160941,80366.66127,35346.92997,Abraham Baldwin Agricultural College,3,GA,31793,7,Nonselective four-year public,1,1,1,999,3533.4463,3301.0461,0,0,3394,2630,3394,1664,,0.227142857,925,,7887,0.29100001,31900,1594.2852,9604920,9627084,0.004942966,0.15703422,0.016730038,0.013688213,0,4.1002278,12.072893,47.152618,6.3781323,29.612757,0,0.68337131,0.014425467,0.045888105,,0.240121581,0.439757368,0.210697149
7531,0.4142569,166594.9696,39988.01721,Academy Of Art University,4,CA,94105,10,Four-year for-profit,3,1,0,999,2569.2778,5039.5825,0,0,10508,5995,19740,15090,0.33,0.322429907,,,28224,,36100,,87856929,17809356,0.15640348,0.023989422,0.20589346,0.27181715,96.091957,0,0,0,0,0,3.908046,0,0.04517847,0.373436999,0.316185567,,0.412314137,0.689034716
1345,0.50084746,76121.81634,38010.81341,Adams State University,4,CO,81101,5,Selective public,1,1,1,4,1036.9449,5938.9795,0,0,2284,8188,8014,2186,0.261176471,0.323325635,984,,14705,0.47400001,33200,1026.6212,18314567,8925393,0.0125,0.035096154,0.27548078,0.002403846,10.85044,24.046921,0,33.431084,0,13.489737,18.181818,0,0.009627065,0.138465854,0.245942996,0.311854103,0.499191896,0.371060307
2666,0.71840209,130723.7409,54029.66686,Adelphi University,1,NY,11530,6,Selective private,2,1,0,4,6283.9482,10505.104,0,0,5040,5908,32340,15690,0.625141563,0.487341772,1115,1065,20512,0.3186,50600,,78979322,30597666,0.029686997,0.1226202,0.067118429,0.040980961,9.0090094,28.078077,13.963964,3.6036036,8.5585585,6.0060062,30.780781,0,0.021540936,0.62592177,0.617412523,0.47112462,0.7174681,0.507644181
2860,0.5263952,75699.25196,33735.5687,Adirondack Community College - SUNY Office Of Community Colleges,1,NY,12804,9,Two-year (public and private not-for-profit),1,2,1,999,2475.7666,3460.824,0,0,4230,3151,4302,2503,0.192740926,0.331641286,,,2810,,32300,,13593025,8229181,0.006664551,0.008251349,0.009203428,0.002856236,0,19.017094,12.606837,50,7.4786325,8.5470085,2.1367521,0.21367522,0.018039399,0.064083039,0.176096409,,0.524824372,0.091283282
2234,0.55478501,113708.1117,43944.55249,Adrian College,2,MI,49221,6,Selective private,2,1,0,4,5017.7095,6377.8945,0,0,1646,1081,32660,14250,0.544513458,0.456375839,990,,15774,0.43720001,36500,,10441712,4995231,0.003700278,0.067530066,0.017576318,0.019426458,19.631903,28.834356,0.61349696,12.269938,5.5214725,16.564417,16.564417,0,0.006869064,0.632334081,0.535121983,0.319148936,0.553308343,0.396203782
11484,0.99137932,90962.75,27012.46615,Advanced Institute Of Hair Design,2,WI,53228,11,Two-year for-profit,3,2,0,999,1695.1045,2502.1504,0,0,355,111,,,0.750412063,0.821475626,,,10707.964,,22000,,307487.0225,112103.5,0.009090909,0.071753249,0.036201298,0,0,0,0,0,0,0,0,100,0.00128822,,0.74526592,,0.991350727,0.277047794
31275,0.039164491,69400.14868,33265.16236,Advanced Technology Institute,3,VA,23462,11,Two-year for-profit,3,2,0,999,3841.7444,8173.1704,0,0,824,273,13255,6942,0.681415929,,,,18350,0.096600004,35300,,6635811,1168395,0.043956045,0.26373628,0.021978023,0,0,0,0,0,0,15.163935,0,84.836067,0.003315653,0.243487496,0.674847185,,0.03597764,0.456792737
31155,0.76348549,73132.16146,45837.11328,Adventist University Of Health Sciences,3,FL,32803,8,Nonselective four-year private,2,1,0,9,4818.9297,5347.0464,0,0,2160,581,12430,4400,0.333333333,0.4,925,,18425,0.8664,51100,,14249990,2834987.5,0.084337346,0.13769363,0.17728055,0,0,0,100,0,0,0,0,0,0.009091027,0.226955755,0.319587629,0.240121581,0.762701031,0.458556779
1542,0.99695122,148536.1146,45756.53516,Agnes Scott College,3,GA,30030,4,Highly selective private,2,1,0,2,12332.85,10864.845,0,0,915,901,35982,16745,0.720183486,0.718614719,,1185,16756,0.33129999,39400,,10964269,8561280,0.049327355,0.19282511,0.036995515,0.053811658,31.884058,0,0,10.144928,0,15.94203,42.028984,0,0.003709035,0.698901892,0.714414073,,0.996941108,0.419300969
10056,0.53883201,67392.41217,27452.43907,Aiken Technical College,3,SC,29829,9,Two-year (public and private not-for-profit),1,2,1,999,2474.8611,3317.917,0,0,2583,2268,4132,1225,0.093686354,0.083333333,,,5315,,25300,,10213030,5916983,0.008818342,0.35493827,0.009700176,0,0,36.25304,8.5158148,9.7323599,11.922141,24.3309,0,9.2457418,0.010919607,0.060676499,0.074999475,,0.537302431,0.150202277
1002,0.51395267,57659.15269,37065.25163,Alabama Agricultural & Mechanical University,3,AL,35762,5,Selective public,1,1,1,5,2719.405,6233.3809,1,0,4051,5523,9096,2800,0.29138322,0.388268156,843.5,,12683,0.1011,31400,,34854014,17077456,0.002968037,0.90547943,0.002739726,0.038812786,1.2844037,20.917431,0,0,4.4036698,38.165138,35.229359,0,0.017265602,0.160147483,0.276772565,0.141033435,0.512340573,0.323501741
1034,0.59677422,61075.67018,28755.53984,Alabama Southern Community College,3,AL,36460,9,Two-year (public and private not-for-profit),1,2,1,999,3394.5,5085.6196,0,0,1349,1261,4260,1680,0.233796296,0.228710462,,,4737,,23200,447.07693,6497806,4160829,0.003965107,0.36399683,0.002379064,0,0,24.723248,26.937269,19.926199,0,12.546125,0,15.867159,0.005585167,0.063241424,0.217998282,,0.595436821,0.136607395
5463,0.59614146,72254.9352,27239.25566,Alamance Community College,3,NC,27253,9,Two-year (public and private not-for-profit),1,2,1,999,2768.1563,3423.3433,0,0,4161,3414,2175,910,0.106779661,0.37962963,,,10155,,26500,423.0498,15874912,7742593,0.011130638,0.19390744,0.016110135,0.005565319,2.4479804,31.578947,14.565483,17.62546,1.4687883,23.745409,0,8.5679312,0.01774112,0.021461206,0.088362747,,0.594801962,0.264041773
37,0.54037869,65078.97563,32800.56627,Alamo Community College District,3,TX,78212,9,Two-year (public and private not-for-profit),1,2,1,999,2163.4626,2376.6685,0,0,57634,37018,5550,1696.7754,0.081574093,0.040340909,,,3724.7588,,30986.586,649.11945,145992282,81575392,0.024150413,0.07239721,0.51685667,0.006456318,2.1306818,13.778409,28.030304,20.454546,4.971591,15.056818,3.5511363,12.026515,0.248898745,0.089091055,0.062637477,,0.538854241,0.112798918
2885,0.59689921,90997.46875,115474.4401,Albany College Of Pharmacy And Health Sciences,1,NY,12208,8,Nonselective four-year private,2,1,0,9,5712.1875,10638.042,0,0,1078,691,30131,12873,0.723484848,0.989010989,1165,,25442,0.366,110600,,17646510,3225413,0.092943199,0.029259896,0.018932875,0.020654045,0,0,100,0,0,0,0,0,0.004413666,0.581656781,0.717783505,0.531914894,0.595562226,0.623600527
1544,0.63595647,54718.25916,34497.28754,Albany State University,3,GA,31705,5,Selective public,1,1,1,4,4637.8223,5396.4805,1,0,3660,3525,5192,2398,0.424920128,0.255707763,880,900,12026,0.80080003,32700,24.122553,23734100,18643068,0.000639182,0.9533397,0.0035155,0.0035155,3.3132532,17.168674,22.289156,0,16.26506,6.3253012,34.638554,0,0.015575354,0.081917281,0.413062811,0.185410334,0.634749029,0.308048735
5601,0.62720001,43728.09115,19887.24089,Albany Technical College,3,GA,31701,9,Two-year (public and private not-for-profit),1,2,1,999,4066.3179,3189.8547,0,0,3894,2444,4746,987,0.410488246,0.429951691,,,186,,22000,,11578255,7475015,0.004500818,0.65711945,0.00613748,0,0,25.094339,17.169811,0,0.3773585,1.3207548,0,56.037735,0.016586909,0.072980122,0.398333365,,0.625963526,0.02956534
1374,,89400.36429,46223.49183,Albertus Magnus College,1,CT,6511,6,Selective private,2,1,0,5,2578.0173,4813.6611,0,0,1278,2105,28930,14778,0.606299213,0.569620253,,1010,21573,0.3179,52200,,8356542,5225563,0.009491904,0.18816304,0.074818537,0.004466778,2.3980815,72.422066,0,8.8729019,0.95923263,1.1990408,14.148682,0,0.005278242,0.557590574,0.598181671,,,0.532599492
2235,0.56407034,159765.401,59085.63802,Albion College,2,MI,49224,6,Selective private,2,1,0,3,8856.2666,11015.776,0,0,1307,1525,37300,18892,0.736,0.683602771,1130,1150,18614,0.43610001,45100,,18761022,14066805,0.021639343,0.021639343,0.007213115,0.006557377,23.270439,0,0,0.3144654,0.3144654,24.213837,51.886791,0,0.005403606,0.7253126,0.730556701,0.489361702,0.562624471,0.463002164
3229,0.59023356,139372.1685,53178.0486,Albright College,1,PA,19612,6,Selective private,2,1,0,4,5520.8008,9063.4053,0,0,2349,1728,38220,20310,0.537109375,0.669491525,,1015,19711,0.37689999,48500,,20909064,9267086,0.023726853,0.068865739,0.027777778,0.046875,8.152174,35.054348,0,6.25,0,14.945652,35.597824,0,0.009908052,0.743747996,0.527565238,,0.588874467,0.488804215
3806,0.6322751,68810.9659,40454.07528,Alderson Broaddus University,3,WV,26416,6,Selective private,2,1,0,4,6161.0205,6949.6162,0,0,1052,751,22740,13890,0.45751634,0.432692308,960,985,13431,0.5679,43400,,5641693,4039514.75,0.031746034,0.038961038,0.008658009,0.008658009,4.2553191,6.3829789,53.19149,2.8368795,0,24.822695,8.5106382,0,0.00430127,0.433552421,0.44633111,0.282674772,0.631055449,0.341095117
2668,0.52639294,133071.2606,51684.43148,Alfred University,1,NY,14802,6,Selective private,2,1,0,3,15467.13,9391.0098,0,0,1960,1607,26106,19158,0.621621622,0.654545455,1055,1074,11715,0.30199999,42300,,22682893,22225504,0.012490815,0.05143277,0.040411461,0.020573108,8.333333,29.513889,0.69444442,4.8611112,3.8194444,18.75,34.027779,0,0.00822645,0.501001924,0.613820006,0.398176292,0.524822104,0.300733841
1111,0.5262295,76983.84115,33651.39258,Allan Hancock College,4,CA,93454,9,Two-year (public and private not-for-profit),1,2,1,999,1963.5984,2209.3928,0,0,10885,12110,1346,362,0.268689057,0.418831169,,,4884,,29500,175.93997,23577054,24717092,0.048802644,0.033278283,0.27704376,0.001651528,6.3626723,9.1198301,19.088017,35.737011,20.572641,4.9840932,2.2269354,1.9088017,0.046808198,0.004849311,0.253610481,,0.524658122,0.140064917
2057,0.59288889,66930.82031,33101.39779,Allegany College Of Maryland,3,MD,21502,9,Two-year (public and private not-for-profit),1,2,1,999,3150.1194,3524.9106,0,0,3191,2592,6420,5180,0.180672269,0.265671642,,,8180,,30900,2152.2119,13427326,8049969,0.003858025,0.032407407,0.008873457,0,0,21.311476,38.797813,22.040073,3.6429873,6.7395263,2.9143898,4.5537343,0.013547921,0.106524527,0.163778914,,0.591538604,0.217588672
3230,0.50517839,142412.0833,59176.89974,Allegheny College,1,PA,16335,6,Selective private,2,1,0,3,7772.4429,10659.741,0,0,2161,1904,40660,21570,0.791738382,0.73040153,1160,1185,17619,0.3513,49200,,22385117,12829257,0.013655462,0.023109244,0.011029412,0.014180672,14.975845,0,0,0.9661836,0,37.68116,46.376812,0,0.00909535,0.792641872,0.787444328,0.525835866,0.503537191,0.43959921
1901,0.57290018,74845.65544,31134.31924,Allen County Community College,2,KS,66749,9,Two-year (public and private not-for-profit),1,2,1,999,1345.7482,1922.2347,0,0,2852,1968,2784,1568,0.228571429,0.313253012,,,4287,,29300,1368.6514,5532044,2787342,0.009146341,0.035569105,0.019308943,0.008130081,4.0880504,13.207547,37.421383,18.238995,0.94339621,9.7484274,15.72327,0.62893081,0.012082463,0.033664636,0.212665685,,0.571483597,0.126023144
2236,0.56097561,120659.526,52926.63542,Alma College,2,MI,48801,6,Selective private,2,1,0,3,5989.854,7606.71,0,0,1419,1409,34585,15809,0.611764706,0.686170213,1023,1200,14985,0.32089999,44700,,13821379,9092487,0.012065294,0.015613911,0.017743081,0.013484741,16.245487,14.440434,9.386282,0,0,27.075813,32.851986,0,0.005887769,0.670908144,0.603759855,0.359270517,0.559519476,0.377646063
2237,0.46733668,68727.44271,33374.47656,Alpena Community College,2,MI,49707,9,Two-year (public and private not-for-profit),1,2,1,999,2634.551,4120.645,0,0,1712,1853,5880,2820,0.272277228,0.239904988,,,1688,,27700,212.58931,8185445,5116179,0.003777658,0.005396654,0.004856989,0.002698327,0.96463019,15.434084,18.006432,16.398714,9.3247595,10.289389,14.469454,15.112539,0.007154375,0.095703751,0.257272635,,0.465569969,0.064893217
30321,0.55737704,48751.51172,21611.27799,Altamaha Technical College,3,GA,31545,9,Two-year (public and private not-for-profit),1,2,1,999,4071.0916,4078.1951,0,0,1244,1110,,1024,0.52866242,0.546255507,,,4734,,21800,,6330721,4844128,0.003603604,0.30810812,0.02972973,0,0,17.667845,15.90106,0,0,7.0671377,0,59.363956,0.005131264,,0.518944119,,0.555908971,0.136536833
3233,0.62440568,94909.35131,43508.2672,Alvernia University,1,PA,19607,6,Selective private,2,1,0,4,3924.9434,4766.6045,0,0,2371,1574,30080,13200,0.513245033,0.447552448,970,930,22382,0.2238,42600,,13447326,4762827.5,0.01674808,0.079553388,0.03349616,0.003489183,0,29.896908,30.584192,0.68728524,9.6219931,11.340206,17.869415,0,0.010003156,0.580634819,0.503208848,0.294832827,0.623159928,0.551627623
3832,0.99792963,76471.00966,36851.64361,Alverno College,2,WI,53234,6,Selective private,2,1,0,5,4039.1128,5073.4673,0,0,1862,1932,24434,11530,0.385185185,0.44,,,13140,0.2113,37400,,13021947,6529383,0.021017699,0.25829646,0.082411505,0.005530973,6.1068702,30.152672,16.412214,1.1450381,3.0534351,5.7251906,37.404579,0,0.007802807,0.467497595,0.372508591,,0.997922763,0.334250635
3539,0.55083907,95668.52346,41147.06572,Alvin Community College,3,TX,77511,9,Two-year (public and private not-for-profit),1,2,1,999,2498.1072,3108.7515,0,0,5118,3665,2566,992,0.123595506,0.121301775,,,6638,,33000,,16633668,9350771,0.012824011,0.08376535,0.17135061,0.004365621,0.20533881,18.891171,15.811089,21.971252,5.1334705,26.694046,1.8480493,9.4455853,0.021878121,0.029296249,0.10552531,,0.549349316,0.181319974
3540,0.55084938,70729.86157,34715.9641,Amarillo College,3,TX,79109,9,Two-year (public and private not-for-profit),1,2,1,999,2525.6882,2987.7578,0,0,10873,8422,2898,828,0.152941176,0.1760841,,,5234,,31300,257.55997,32665665,21651342,0.034789838,0.035264783,0.18701021,0.004274519,3.4744842,9.771987,37.676437,8.6862106,6.7318134,18.023888,1.3029315,14.332248,0.046756323,0.035949022,0.135476046,,0.54935966,0.148297112
22418,0.82431054,55879.31641,27716.02799,"American Career College of Los Angeles, CA",4,CA,90004,11,Two-year for-profit,3,2,0,999,1734.8796,10667.995,0,0,3736,1383,,,0.619444444,,,,25014.313,,29800,,17289410,2489669,0.10701374,0.33044106,0.44757771,0,0,0,100,0,0,0,0,0,0.015903894,,0.611597938,,0.823727822,0.61354109
3963,0.71465629,77755.57664,41033.30139,American Institute Of Business,2,IA,50321,8,Nonselective four-year private,2,1,0,999,2054.8816,3560.021,0,0,1019,875,15666,7209,,0.548837209,,,10531,0.31130001,37200,,3055619,1825324.375,0.017142856,0.014857143,0.010285715,0,0,83.59375,0,0,0,16.40625,0,0,0.004158615,0.291800256,,,0.713709876,0.272885502
21136,0.58985066,62196.20024,28537.0965,American Intercontinental University,2,IL,60173,10,Four-year for-profit,3,1,0,5,,1500.0024,0,0,11719,1274,11728.398,20605,0.186132682,,,,17288.162,,43000,,17512908.71,5826524.71,0.038292844,0.36411294,0.13203038,0.017985897,0,76.08696,0,0,0,23.913044,0,0,0.050413484,0.212896722,0.169351913,,0.588490297,0.431817716
2114,0.50483561,79213.42305,42553.7961,American International College,1,MA,1109,6,Selective private,2,1,0,5,3911.5273,4906.4707,0,0,1513,1548,30940,14004,0.448717949,0.43083004,880,874,18044,0.32210001,42400,,16231464,6158145,0.014519056,0.20871143,0.055353902,0.049909256,0.729927,24.087591,32.48175,8.3941603,9.4890509,5.4744525,19.343065,0,0.00629412,0.597867906,0.437351309,0.185410334,0.503193274,0.449595446
7572,0.65619224,115011.5703,32574.36523,American Musical & Dramatic Academy,1,NY,10023,8,Nonselective four-year private,2,1,0,999,7925.4131,9481.4229,0,0,1365,586,32620,14900,,0.895765472,,,29726,0.73970002,25300,,11196554,3692897.262,0.027303753,0.073378839,0.059726961,0.12286689,100,0,0,0,0,0,0,0,0.005654333,0.631532542,,,0.655051916,0.724362593
3726,0.81465137,43873.0047,19313.49526,American National University,3,VA,24153,10,Four-year for-profit,3,1,0,999,1708.1804,5557.2642,0,0,2443,2455,11550,5013,0.391513057,1,,,19723.502,,22400,,8648351.84,2739492,0.012219959,0.23625255,0.005702648,0.008961303,0,48.913044,35.434784,0,0,15.652174,0,0,0.010314403,0.209321898,0.378966935,,0.814036615,0.489098269
1434,0.63553941,305748.2662,67366.26089,American University ,3,DC,20016,4,Highly selective private,2,1,0,2,7599.3208,10360.741,0,0,7340,10776,41833,21399,0.799844237,0.657633243,1245,1210,24281,0.56879997,55900,,136797000,82046040,0.038940538,0.069286093,0.046833888,0.13576566,5.4894786,18.572735,0,5.3979874,6.9533396,6.1299176,57.456539,0,0.031483571,0.816147002,0.795717314,0.629179331,0.634330586,0.59629316
2115,0.48417452,440985.7169,104541.7443,Amherst College,1,MA,1002,2,Other elite schools (public and private),2,1,0,1,17160.934,21715.02,0,0,1785,1695,48526,26080,0.957805907,0.961813842,1449,1415,1936,0.85720003,56800,,41297097,26932902,0.11209439,0.07846608,0.068436578,0.041297935,30.985916,0,0,5.6338024,4.9295774,22.535212,35.915493,0,0.007469945,0.950264508,0.956935926,0.877203647,0.482463656,0.070726315
1784,0.56430447,72471.06687,29541.68824,Ancilla Domini College,2,IN,46513,9,Two-year (public and private not-for-profit),2,2,0,999,1389.2068,4670.9795,0,0,424,473,13730,5570,0.101796407,0.239316239,,,14637,,29200,,2085376,956949.9375,0.00422833,0.027484143,0.031712472,0.006342495,1.3888888,26.388889,1.3888888,29.166666,9.7222223,15.277777,16.666666,0,0.001586499,0.253005771,0.083276745,,0.562859377,0.369460909
1785,0.57652301,116464.4859,40006.88166,"Anderson University of Anderson, IN",2,IN,46012,6,Selective private,2,1,0,4,5259.7524,6876.3911,0,0,2016,2381,26850,14680,0.567849687,0.5591133,1030,,20389,0.44549999,35900,,17189000,10300995,0.00430622,0.042583734,0.008133971,0.009090909,10,22.058823,6.4705882,2.647059,14.705882,7.352941,36.764706,0,0.008468532,0.515910548,0.558939371,0.367781155,0.575118443,0.504751153
3418,0.62037039,89558.53371,34404.90461,"Anderson University of Anderson, SC",3,SC,29621,8,Nonselective four-year private,2,1,0,999,2380.5698,4117.2671,0,0,2652,1398,23750,10805,0.413793103,0.416666667,1010,1000.5,15131,0.34979999,32800,,10377856,2932986.75,0.009298999,0.12017167,0.006437768,0.007868383,21.153845,34.615383,1.2820513,12.179487,0,1.9230769,28.846153,0,0.011217886,0.453791279,0.401706363,0.343465046,0.619111254,0.381080064
2238,0.52664977,101521.1542,46482.13356,Andrews University,2,MI,49104,6,Selective private,2,1,0,4,9097.4609,9362.6172,0,0,1905,2749,26262,12916,0.603603604,0.48951049,1075,1020,16210,0.62489998,36000,,30487906,24634372,0.088709675,0.20276497,0.087557606,0.14112903,20.256411,11.282051,14.871795,1.0256411,4.6153846,30.512819,15.897436,1.5384617,0.007988691,0.504127926,0.595430483,0.422492401,0.525079786,0.406458745
6661,0.59120458,55254.5624,31710.93146,Angelina College,3,TX,75902,9,Two-year (public and private not-for-profit),1,2,1,999,2060.2207,2424.1592,0,0,5490,4412,3330,723,0.090523338,0.077834179,,,5372,,26900,685.18945,12552969,9073669,0.007706256,0.14551224,0.080009066,0,0.25252524,17.676767,36.363636,6.060606,13.636363,9.090909,6.3131313,10.60606,0.023486234,0.044605643,0.071771242,,0.589848708,0.151542949
3541,0.55321103,79315.0784,44097.48286,Angelo State University,3,TX,76909,5,Selective public,1,1,1,5,3093.2307,5329.147,0,0,5473,6308,6702,1942,0.297486034,0.360313316,965,1005,9452,0.19509999,38000,9270.166,43654453,20510404,0.01039321,0.051966049,0.195912,0.011778971,7.1100917,19.495413,9.4036694,1.3761468,0.3440367,14.908257,47.362385,0,0.023412745,0.112175377,0.28300121,0.288753799,0.551729143,0.247506821
2117,0.69125682,108239.2152,45918.44709,Anna Maria College,1,MA,1612,6,Selective private,2,1,0,5,2670.2034,4696.1489,0,0,1143,1255,34060,14645,0.468992248,0.544642857,,950,20412,0.2244,42400,,5934327,3325918.75,0.016311167,0.027603513,0.03136763,0.015056462,3.4653466,20.79208,11.386139,2.4752476,49.009899,0.49504951,12.376238,0,0.004694653,0.660387945,0.458043635,,0.690232796,0.505292125
2058,0.53545672,105564.4282,39562.56931,Anne Arundel Community College,3,MD,21012,9,Two-year (public and private not-for-profit),1,2,1,999,2252.5859,3845.0366,0,0,16463,11761,6650,3694,0.156218905,0.170575693,,,12448,,38800,195.65768,64188614,29938320,0.029419268,0.11631664,0.022957232,0.007312303,0.92748737,26.053963,12.816189,46.205734,4.5531197,4.3844857,0.84317034,4.2158518,0.07092125,0.111133376,0.138821357,,0.533915946,0.31797441
1113,0.53972697,71043.66439,32210.8752,Antelope Valley College,4,CA,93536,9,Two-year (public and private not-for-profit),1,2,1,999,1970.7521,2081.8438,0,0,14262,10315,1104,330,0.2864222,0.432692308,,,5395,,27000,,29940103,18644828,0.0560349,0.14561318,0.21289384,0,0.71633238,17.90831,11.747851,46.131805,3.5816619,7.0200577,3.7249284,9.169054,0.06140658,0,0.271709256,,0.53820036,0.152083921
24,0.68039256,51869.36068,25831.5,Anthem College And The Bryman School Of Arizona,4,AZ,85014,10,Four-year for-profit,3,1,0,999,4742.8838,1968.5941,0,0,7288,4371,,,0.744048539,0.544618425,,,25689.775,,27638.09,,8808808.217,9063053.956,0.028368793,0.22466254,0.24090597,0,0,0,68.862541,0,0,21.080368,0,10.057093,0.031258781,,0.738771189,,0.679332502,0.629428333
111,0.2760095,75983.0101,37753.19338,Anthem Institute,1,NJ,7306,12,Less than two-year schools of any type,3,3,0,999,4411.7344,2703.5679,0,0,1724,3616,,,0.624161074,0.476190476,,,25091.047,,47330.859,,1625179.41,1461352.036,0.10302321,0.10376459,0.097768784,0.019081859,0,4.6198616,0,0,0.14550745,94.834488,0,0.4001455,0.007206249,,0.616411818,,0.273608205,0.615345917
12891,0.72495091,50262.57463,21783.69402,Antonelli College,3,MS,39232,11,Two-year for-profit,3,2,0,999,3404.2507,27655.375,0,0,921,759,15980,8236.7588,0.24742268,0.617834395,,,22153.051,,22700,,4659753,1348753,0.007905139,0.46508563,0.005270092,0.007905139,27.411167,1.5228426,20.812183,0,0,28.93401,21.319798,0,0.003734973,0.298092337,0.231905622,,0.724038641,0.546242615
2906,0.52059871,139395.6926,44408.51292,Appalachian State University,3,NC,28608,5,Selective public,1,1,1,3,4532.3086,6868.4453,0,0,16025,13227,6553,1988,0.685714286,0.601678184,1150,1100,6845,0.36770001,36600,3780.4121,119126772,65045236,0.009081902,0.029474901,0.009494716,0.005861955,13.205129,21.581198,5.2991452,5.8119659,5.8547006,8.4188032,39.82906,0,0.069027826,0.109189644,0.679234168,0.513677812,0.519008656,0.186188729
2239,0.64645308,129991.2852,43822.48671,Aquinas College,2,MI,49506,6,Selective private,2,1,0,4,3550.0857,4975.4541,0,0,1863,2605,27906,14034,0.595588235,0.51590106,,,10730,0.28650001,38100,,10427023,7372071.5,0.011380505,0.043542802,0.023750618,0,14.649681,24.522293,0,17.197453,0,11.464968,32.165604,0,0.00780713,0.537071177,0.587249848,,0.645280453,0.277566093
1346,0.51102829,110998.934,35661.73582,Arapahoe Community College,4,CO,80160,9,Two-year (public and private not-for-profit),1,2,1,999,1922.5383,1667.6561,0,0,11621,7436,3392,1861,0.17920354,0.199335548,,,6560,,35200,,16683060,13287831,0.028509952,0.02084454,0.076519631,0.022458311,7.3972602,14.931507,30.136986,22.876713,19.178082,2.6027398,0,2.8767123,0.049989841,0.045848028,0.162279902,,0.509406493,0.17948537
3235,0.74433655,148066.9625,51423.2423,Arcadia University,1,PA,19038,6,Selective private,2,1,0,3,4971.8105,7322.0762,0,0,2453,2736,38160,17830,0.605042017,0.530821918,1100,1080,21046,0.40310001,43700,,31168000,13331078,0.031384617,0.12246154,0.020923076,0.026461538,15.105741,11.178247,5.7401814,6.0422959,0,18.731117,43.202415,0,0.010357632,0.742545688,0.596898554,0.452887538,0.743488578,0.520204158
21799,0.92997199,101653.7677,31006.41846,Argosy University,4,CA,92408,10,Four-year for-profit,3,1,0,999,1849.8909,4034.0391,0,0,17881,5663,17284.908,15070.486,0.348135929,0.327363719,,,23763.684,,38200,,7248891.787,2461542.795,0.11434391,0.056735527,0.15333138,0.016584231,41.571426,25.42857,21,0,0,8.7142859,0,3.2857144,0.077051101,0.324240702,0.334695433,,0.929739725,0.5841256
35,0.55421919,178288.5777,58584.02084,Arizona State And Northern Arizona University And University Of Arizona,4,AZ,85287,5,Selective public,1,1,1,4,5604.0742,8214.5791,0,0,115912,105842,9851.2832,2345.6853,0.572980372,0.515741199,1129.4187,1092.1804,9739.6846,0.20348535,43394.035,2326.3574,410227023.6,230881042.8,0.044410411,0.028096464,0.11892176,0.033087511,9.9003029,21.586321,3.0413933,7.9000506,4.4358912,18.090611,35.045433,0,0.500827832,0.175282206,0.564175844,0.488654954,0.552740647,0.254273323
1071,0.52242053,51295.79964,31081.79781,Arizona Western College,4,AZ,85365,9,Two-year (public and private not-for-profit),1,2,1,999,1735.7334,3010.1121,0,0,8000,5214,1824,960,0.175052411,0.208737864,,,9017,,25600,70.536247,21588180,11537179,0.014000767,0.033371691,0.58208668,0,1.4851485,16.831684,8.6633663,46.039604,8.4158421,6.4356437,5.4455447,6.6831684,0.034336675,0.014427701,0.158043183,,0.520836519,0.237275379
12860,0.66520786,50379.58792,26922.63871,Arkansas Northeastern College,3,AR,72316,9,Two-year (public and private not-for-profit),1,2,1,999,2198.9138,4771.5337,0,0,1425,1980,2234,1186,0.204204204,0.118811881,,,6437,,22500,699.49493,8115527,4396463,0.008080808,0.26717171,0.011111111,0,0,18.079096,10.169492,58.757061,4.519774,8.474576,0,0,0.005913707,0.022643475,0.187796043,,0.664097438,0.176592342
